# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = model_1aa937a9e322_model
# start_datetime = 2023-06-14 20:12:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpLONWRn/standata-1aa96d3f9593.json
# init = 2 (Default)
# random
#   seed = 2356
# output
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpLONWRn/model_363cd2b8b5b24abb691f84f4f79ef391-202306141712-2-502d3c.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpLONWRn/model_363cd2b8b5b24abb691f84f4f79ef391-profile-202306141712-2-1aace7.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1.1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2.1,ar.1,sigma,nu,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,lprior,b_Intercept
-183.652,0.999674,0.0417932,6,63,0,191.98,-0.0908866,-11.2117,0.109339,-1.58228,-1.13506,-1.16188,0.958234,-1.47097,-1.86663,-0.867012,3.21011,-0.333555,0.443513,1.16335,-0.400571,0.24685,1.08717,0.431076,-2.31748,0.197749,0.187826,0.349994,2.46397,0.350988,-5.07929,-3.64367,-3.72977,3.07603,-4.72198,-5.99208,-2.7832,-0.0659602,0.0877042,0.230051,-0.0792126,0.0488144,0.214987,0.0852449,-0.458279,-10.4288,-0.0908866
-186.584,0.980646,0.0417932,6,63,0,192.659,-0.165626,-6.23006,0.194405,-2.10144,-1.00779,-1.21961,1.24661,-0.348119,0.667118,0.226965,3.22169,-0.303812,0.452393,1.13049,-0.806059,0.569091,1.42609,-0.233885,0.870994,0.167717,0.0794651,0.362077,2.48163,0.626312,-6.77019,-3.24678,-3.9292,4.01621,-1.12153,2.14925,0.73121,-0.0509545,0.075874,0.189602,-0.13519,0.0954462,0.239179,-0.0392264,0.14608,-10.4272,-0.165626
-192.877,0.874891,0.0417932,6,63,0,199.696,-0.120494,-7.4222,0.598671,-2.11435,-0.945141,-1.30167,0.520568,-0.216107,0.976936,0.180745,3.61034,-0.246566,0.338736,1.01626,-0.761443,0.236236,0.696923,-0.494726,0.140219,0.164792,0.113321,0.417361,1.85636,2.16141,-7.63351,-3.41228,-4.69947,1.87943,-0.780219,3.52707,0.65255,-0.0406321,0.0558209,0.167472,-0.12548,0.0389297,0.114847,-0.0815268,0.023107,-10.8344,-0.120494
-188.321,0.972978,0.0417932,6,63,0,203.289,-0.0993819,-4.0975,-0.985028,-2.10694,-0.98742,-1.21009,1.56149,-1.05708,0.701267,-0.9051,2.67904,-0.211717,0.220636,0.763753,-0.363305,-0.248292,1.42179,1.03044,-0.645065,0.283681,0.211582,0.290196,2.47583,-2.63893,-5.64457,-2.64534,-3.24189,4.18329,-2.83197,1.87872,-2.4248,-0.0600601,0.0625902,0.216662,-0.103063,-0.0704356,0.403336,0.292315,-0.182993,-10.1976,-0.0993819
-188.035,0.991035,0.0417932,6,63,0,196.759,-0.0858917,-4.79352,0.352172,-2.06971,-0.777329,-1.04264,1.40316,-1.30118,0.478775,-1.01522,2.49867,-0.29494,0.549549,0.870493,-0.610106,0.362949,0.322471,0.464186,-0.408531,0.184971,0.272669,0.31812,1.67046,0.879961,-5.17151,-1.94229,-2.6052,3.50603,-3.25121,1.1963,-2.5367,-0.0545553,0.10165,0.161016,-0.112852,0.0671349,0.0596477,0.0858608,-0.0755661,-10.4343,-0.0858917
-192.084,0.946453,0.0417932,7,127,0,201.072,-0.213363,-11.196,-0.113008,-2.60543,-1.53527,-1.48183,0.0758651,-0.587688,-1.88112,0.375176,2.11277,-0.610034,0.927895,1.54181,-0.722868,0.138034,1.92728,0.183648,0.188487,0.096977,0.371248,0.319069,1.94573,-0.238761,-5.50469,-3.24367,-3.13078,0.160286,-1.24165,-3.97438,0.792661,-0.0591593,0.0899845,0.14952,-0.0701016,0.0133861,0.186902,0.0178096,0.0182789,-10.1576,-0.213363
-194.253,0.981722,0.0417932,6,63,0,201.477,-0.233401,-10.9081,0.206667,-2.45286,-1.37126,-1.53256,-0.150463,-0.150096,-2.01611,0.222972,1.96241,-0.609904,0.886516,1.65733,-0.574149,0.172355,1.81479,-0.362989,-0.144049,0.0973345,0.344586,0.333115,1.73783,0.405565,-4.8135,-2.69097,-3.0075,-0.29527,-0.29455,-3.95643,0.437562,-0.0593647,0.0862885,0.161315,-0.0558844,0.0167761,0.176642,-0.0353314,-0.0140209,-10.1974,-0.233401
-196.615,0.947371,0.0417932,6,63,0,203.35,-0.264761,-12.5217,0.363216,-2.11425,-1.42777,-1.56999,-0.124654,-0.289229,-0.750801,0.663621,2.84935,-0.861897,0.775705,1.67922,-0.482234,0.714051,2.20668,-0.314618,-0.592724,0.107523,0.405978,0.321754,1.5825,1.03493,-6.02426,-4.06823,-4.47344,-0.355185,-0.824116,-2.1393,1.89089,-0.0926738,0.0834062,0.180555,-0.0518513,0.076777,0.237269,-0.0338287,-0.0637316,-10.6212,-0.264761
-197.623,0.997714,0.0417932,6,63,0,204.464,-0.281038,-9.1265,0.42802,-2.17077,-0.897957,-1.56198,-0.50868,-0.433899,-1.48245,0.986015,2.28961,-0.703778,1.16817,0.662894,0.243496,0.353247,2.22061,0.193143,-1.22079,0.0851023,0.452282,0.317916,1.92659,0.979998,-4.97022,-2.05597,-3.57633,-1.16468,-0.99346,-3.39423,2.25759,-0.0598931,0.0994137,0.0564138,0.020722,0.0300622,0.188979,0.0164369,-0.103892,-10.232,-0.281038
-201.333,0.97579,0.0417932,7,127,0,211.517,-0.273049,-4.69734,0.275721,-2.14748,-1.08368,-0.89085,1.28659,0.0494937,1.91003,0.885532,1.92735,-0.757313,1.29034,-0.282541,0.590071,0.436706,-0.374575,-0.117664,1.60449,0.0534708,0.448727,0.373143,2.62207,0.53141,-4.13894,-2.08864,-1.71698,2.47971,0.0953916,3.6813,1.70673,-0.0404941,0.0689952,-0.0151077,0.0315516,0.023351,-0.0200288,-0.0062916,0.0857932,-9.86517,-0.273049
-205.739,0.993846,0.0417932,7,127,0,219.145,-0.144625,-3.39263,0.221166,-0.932468,-0.672312,0.541803,2.72008,-1.96424,-0.0809607,-0.727401,1.25415,-0.842884,1.03783,0.952534,0.196648,0.74937,2.46728,0.962047,0.0462611,0.0746458,0.442355,0.409975,1.82575,0.277377,-1.16946,-0.843184,0.679505,3.4114,-2.46346,-0.101537,-0.912274,-0.0629177,0.0774696,0.0711026,0.014679,0.0559373,0.184172,0.0718128,0.00345319,-9.95022,-0.144625
-195.689,0.970149,0.0417932,7,127,0,218.494,-0.0926473,-5.15697,-1.06238,-0.70541,-0.713786,-0.375711,0.907263,-1.17769,-0.549133,0.323419,3.27851,-1.01633,1.37178,0.986718,-0.292967,1.96438,1.19314,-1.67417,0.989771,0.0738715,0.338774,0.4168,3.84729,-3.48302,-2.31269,-2.34015,-1.23177,2.97447,-3.86106,-1.80034,1.06033,-0.0750777,0.101335,0.0728903,-0.0216419,0.145111,0.0881388,-0.123674,0.0731158,-10.1537,-0.0926473
-195.729,0.998801,0.0417932,7,127,0,209.925,-0.243136,-9.98514,0.424168,-1.13096,-0.99283,-1.05679,-0.252839,-0.988803,-0.42715,0.386631,2.80621,-0.346254,1.03936,1.21889,-0.768796,-0.782648,0.41393,2.15111,-1.73535,0.113517,0.46822,0.387251,3.01049,1.1903,-3.1737,-2.78609,-2.96557,-0.709518,-2.77479,-1.19867,1.08497,-0.0393056,0.117985,0.138365,-0.0872712,-0.0888437,0.046988,0.244188,-0.196991,-10.1075,-0.243136
-196.346,0.980143,0.0417932,7,127,0,205.756,-0.117318,-14.8482,0.0482042,-0.328201,-0.970118,-0.476211,-0.330051,-0.826472,-0.568419,0.491096,4.13851,-0.883555,1.18859,0.973442,-1.65997,0.0545104,0.195485,-1.2707,-2.29035,0.0996426,0.259616,0.38969,2.61154,0.199494,-1.35827,-4.01485,-1.9708,-1.36592,-3.42037,-2.35241,2.0324,-0.0880396,0.118434,0.0969963,-0.165403,0.00543155,0.0194787,-0.126615,-0.228216,-10.8067,-0.117318
-191.6,0.996035,0.0417932,6,63,0,203.014,-0.124807,-15.548,0.180608,-0.420375,-0.910435,-0.493865,-0.324924,-1.01158,-0.898897,0.888308,5.21357,-0.863555,1.02193,0.91604,-1.51136,0.411141,0.202183,-0.840473,-2.34764,0.0965903,0.301426,0.423349,2.39524,0.941611,-2.19165,-4.74661,-2.5748,-1.69401,-5.27392,-4.68646,4.63126,-0.083411,0.0987081,0.0884805,-0.145982,0.0397122,0.0195289,-0.0811815,-0.226759,-11.3683,-0.124807
-189.615,0.984262,0.0417932,6,127,0,204.139,-0.120939,-13.4148,1.26398,-0.330878,-0.71302,-0.339638,0.63147,-1.01355,-0.943834,0.0863197,5.77624,-0.0110816,0.351375,0.834671,-0.314299,0.659189,-0.221957,0.477961,-0.677877,0.180912,0.348255,0.467048,4.47769,7.30103,-1.91123,-4.11857,-1.96183,3.64752,-5.85451,-5.45181,0.498603,-0.00200479,0.063568,0.151002,-0.0568605,0.119255,-0.0401547,0.0864691,-0.122636,-11.2102,-0.120939
-186.872,0.975936,0.0417932,6,63,0,196.001,-0.1541,-14.0075,1.34019,-0.539934,-0.55828,-0.509219,0.282936,-0.618637,-0.471117,0.711058,7.41373,-0.125606,0.619339,0.743122,-0.358624,0.428394,0.0619805,-0.369268,-0.484626,0.185848,0.3439,0.479696,4.99085,9.93578,-4.00292,-4.13893,-3.77521,2.09761,-4.58641,-3.49273,5.27159,-0.0233435,0.115103,0.138107,-0.0666493,0.079616,0.0115189,-0.0686275,-0.0900665,-11.8475,-0.1541
-186.123,0.98024,0.0417932,6,63,0,197.616,-0.128624,-10.9375,1.30733,-0.453757,-0.648557,-0.569584,0.58848,-1.25284,-1.0554,1.2356,5.33375,-0.332775,0.330252,0.501625,-0.428266,0.722751,0.902999,-0.285528,-1.33247,0.158497,0.253696,0.404882,3.06948,6.97296,-2.42022,-3.45924,-3.03802,3.1388,-6.68233,-5.62923,6.59038,-0.0527437,0.0523437,0.0795058,-0.0678787,0.114553,0.143122,-0.0452551,-0.211192,-11.2422,-0.128624
-183.057,0.961284,0.0417932,6,63,0,194.006,-0.102164,-13.6832,0.719007,-0.331112,-0.781907,-0.489303,0.396974,-1.45467,-1.11291,0.114328,5.5349,-0.141572,0.410536,0.834147,-0.661919,1.2317,1.74205,-1.23074,-0.305827,0.183362,0.156929,0.430067,3.4368,3.97963,-1.83267,-4.32778,-2.70824,2.19721,-8.05148,-6.15982,0.632792,-0.025959,0.0752768,0.152951,-0.121371,0.225848,0.319427,-0.225672,-0.056077,-11.26,-0.102164
-181.645,0.895082,0.0417932,6,63,0,196.847,-0.131852,-7.70719,0.432612,-0.616173,-0.554128,-0.632028,0.507388,-0.816989,-0.176211,1.20087,5.66444,-0.215623,0.639322,0.942562,-0.567851,0.943384,1.06959,-0.165768,0.115927,0.158248,0.275311,0.424601,4.31706,2.4505,-3.49027,-3.13882,-3.58008,2.87407,-4.62778,-0.998134,6.80223,-0.0341218,0.101171,0.149158,-0.0898611,0.149288,0.16926,-0.0262324,0.0183451,-11.176,-0.131852
-186.923,0.997767,0.0417932,6,63,0,192.132,-0.135905,-8.25499,-1.37368,-0.168725,-0.386307,-0.408789,0.157109,-1.40162,-1.32515,0.140795,6.93685,-0.478409,0.783074,0.435642,-0.873114,0.0418819,0.0192519,1.72495,0.167734,0.163138,0.350008,0.42639,2.64485,-9.52902,-1.17042,-2.67975,-2.83571,1.08984,-9.72279,-9.19238,0.976673,-0.0780468,0.127749,0.0710699,-0.142438,0.00683254,0.00314071,0.281406,0.0273638,-12.0473,-0.135905
-191.858,0.516196,0.0417932,7,127,0,201.919,-0.151636,-3.829,0.392718,-0.930495,-0.585382,-0.729331,0.806205,-1.11699,0.467661,1.66501,2.72768,-0.181541,0.6833,1.47131,-0.607429,0.597606,1.53425,-1.45753,-1.50352,0.139497,0.341642,0.340619,2.51199,1.07121,-2.53809,-1.59674,-1.98938,2.19907,-3.04679,1.27563,4.54162,-0.0253245,0.0953185,0.205243,-0.0847347,0.0833644,0.214024,-0.203321,-0.209736,-10.2029,-0.151636
-192.006,0.988777,0.0417932,7,127,0,203.89,-0.151676,-3.60999,-0.323233,-1.49394,-0.707708,-1.07168,0.77636,-1.97922,0.656493,-0.190047,3.22197,-0.617804,0.872192,0.484112,-1.34371,-0.569294,2.18563,0.84476,-1.64182,0.0933348,0.226501,0.337841,2.09186,-1.04145,-4.81344,-2.28022,-3.45293,2.50141,-6.37699,2.1152,-0.612327,-0.0576626,0.0814059,0.0451845,-0.125415,-0.0531349,0.203996,0.0788455,-0.153239,-10.5554,-0.151676
-192.802,0.996272,0.0417932,7,127,0,202.93,-0.115739,-15.503,0.997949,-0.733166,-1.0053,-0.753414,0.405393,-1.33394,-1.54616,0.0574997,4.36791,-0.842244,0.909356,2.30418,-0.377789,1.29386,-0.140977,0.460877,1.3128,0.100898,0.244976,0.406585,2.28009,4.35895,-3.2024,-4.39104,-3.29085,1.77072,-5.82654,-6.75348,0.251154,-0.0849803,0.0917518,0.232486,-0.038118,0.130547,-0.0142243,0.0465014,0.132459,-11.0167,-0.115739
-189.551,0.997788,0.0417932,6,127,0,201.306,-0.136974,-9.486,0.715484,-0.800533,-0.544719,-0.690753,-0.0988258,-1.21591,-0.416879,0.791329,4.42933,-0.667164,1.12525,1.7059,0.261634,1.51667,1.12728,0.444778,1.36971,0.0852379,0.385587,0.325952,2.7366,3.16911,-3.54582,-2.41274,-3.05957,-0.437732,-5.38567,-1.84649,3.50505,-0.0568676,0.0959135,0.145407,0.0223011,0.129278,0.0960871,0.0379119,0.116751,-10.9013,-0.136974
-187.901,0.916557,0.0417932,7,127,0,200.003,-0.141659,-10.4901,0.98474,-0.910523,-0.813527,-0.599068,0.237743,-1.31393,-0.743741,0.0143594,3.62526,-0.398629,0.758735,1.32165,-0.553377,0.0616192,-0.204548,0.766083,-0.387203,0.132188,0.261767,0.301136,1.27593,3.56994,-3.30088,-2.94924,-2.17178,0.86188,-4.76335,-2.69625,0.0520565,-0.0526939,0.100295,0.174706,-0.0731496,0.0081453,-0.0270387,0.101267,-0.0511835,-11.1479,-0.141659
-188.747,0.994626,0.0417932,7,127,0,197.798,-0.120003,-12.9363,-0.277884,-0.900994,-0.869464,-0.832401,0.307835,-1.28047,-1.46844,-0.7775,4.59886,-0.478579,0.545583,0.784453,-0.930848,1.02568,0.594736,1.48508,-0.619581,0.142759,0.283038,0.267777,1.2863,-1.27795,-4.14355,-3.99855,-3.8281,1.41569,-5.88869,-6.75317,-3.57562,-0.0683213,0.0778867,0.111988,-0.132887,0.146425,0.0849037,0.212008,-0.0884506,-11.5874,-0.120003
-186.189,0.799276,0.0417932,6,127,0,195.612,-0.204001,-11.8625,-1.11664,-0.774758,-0.936904,-0.683956,-0.13739,-1.31579,-1.08247,0.230844,4.32786,-0.334447,0.572469,0.966459,-0.0160111,0.494727,1.47947,-0.506645,0.641667,0.224317,0.285494,0.320829,2.2373,-4.83266,-3.35304,-4.05479,-2.96007,-0.594605,-5.69456,-4.68477,0.999058,-0.075022,0.128414,0.216793,-0.00359156,0.110976,0.33187,-0.113649,0.143937,-11.0098,-0.204001
-187.539,0.984544,0.0417932,6,127,0,196.399,-0.147681,-9.49498,-0.627547,-1.7874,-1.06089,-0.938051,-0.120705,-0.77302,-0.927197,-0.146751,2.48986,-0.433941,0.704469,1.32567,-0.820954,1.14449,1.32185,-0.423034,0.185921,0.165036,0.407449,0.360183,2.4871,-1.5625,-4.45038,-2.64146,-2.33561,-0.300538,-1.92471,-2.30859,-0.365388,-0.0716161,0.116263,0.218783,-0.135487,0.188882,0.218153,-0.0698159,0.0306836,-10.1156,-0.147681
-194.112,0.89669,0.0417932,6,63,0,202.616,-0.136899,-12.535,0.830902,-0.974937,-1.01042,-0.618993,0.505429,-0.467747,-0.0743847,-0.291117,3.87668,-0.218968,0.285664,0.296098,0.324109,-0.221208,0.986225,-0.830236,0.331783,0.16177,0.355295,0.429431,2.71011,3.22114,-3.77952,-3.91709,-2.39964,1.95939,-1.81331,-0.288366,-1.12857,-0.0354225,0.0462119,0.0478999,0.0524311,-0.0357849,0.159542,-0.134307,0.0536726,-10.6638,-0.136899
-196.069,0.992448,0.0417932,7,127,0,208.17,-0.169537,-14.4755,0.29879,-1.31102,-1.46855,-0.956575,-0.10954,-1.06532,-1.5964,-0.990688,2.97371,-0.661003,0.927227,1.17236,-1.19663,1.5577,0.195628,1.73285,-0.841918,0.0664426,0.404126,0.38114,2.19625,0.888516,-3.8986,-4.36704,-2.84458,-0.325741,-3.16794,-4.74724,-2.94602,-0.0439188,0.0616074,0.0778946,-0.0795073,0.103497,0.012998,0.115135,-0.0559392,-10.4114,-0.169537
-194.603,0.995629,0.0417932,7,127,0,208.625,-0.0927155,-8.98277,0.253586,-0.797809,-1.12458,-0.835788,0.246808,-1.50174,0.148425,1.58427,3.10949,-0.618403,0.86843,1.11592,-0.02503,-0.606017,1.89529,-1.22754,0.630978,0.150001,0.41314,0.428064,2.81001,0.788524,-2.48078,-3.49689,-2.59888,0.767448,-4.66965,0.461528,4.92629,-0.092761,0.130265,0.167389,-0.00375452,-0.0909031,0.284295,-0.184132,0.0946474,-10.2924,-0.0927155
-196.323,0.9923,0.0417932,7,127,0,204.766,-0.172981,-3.13349,-0.155175,-0.793175,-0.345772,-0.438375,1.30071,-1.49318,0.0676486,-0.323751,3.64429,-0.281895,0.589192,0.888896,-0.998891,1.43052,0.489998,1.66756,-0.938935,0.0936028,0.521544,0.391329,2.08323,-0.5655,-2.89056,-1.26009,-1.59756,4.74018,-5.44156,0.246531,-1.17984,-0.0263861,0.05515,0.0832032,-0.093499,0.133901,0.0458652,0.156089,-0.087887,-10.7525,-0.172981
-189.567,0.984395,0.0417932,7,127,0,204.657,-0.123271,-12.0485,-0.218409,-1.48938,-1.76328,-1.16325,0.161829,-1.99177,-1.14046,0.253477,2.38785,-0.368835,0.945859,1.97626,-1.10103,-0.228846,0.803132,-0.878522,0.256316,0.108333,0.267381,0.338254,2.59004,-0.521527,-3.55641,-4.21044,-2.77768,0.386424,-4.75604,-2.72324,0.605264,-0.0399569,0.102468,0.214093,-0.119278,-0.0247915,0.0870055,-0.0951727,0.0277674,-10.0422,-0.123271
-188.302,0.988846,0.0417932,7,127,0,196.003,-0.192925,-9.82483,0.618229,-1.05021,-0.889323,-1.08965,-0.483342,-2.08179,-0.64707,1.05096,3.2594,-0.568232,0.845034,0.865021,-0.484084,0.651367,0.733742,0.920797,-0.013679,0.109514,0.326976,0.37244,2.19806,2.01505,-3.42305,-2.89866,-3.55159,-1.5754,-6.78537,-2.10906,3.4255,-0.0622294,0.0925432,0.0947319,-0.053014,0.0713339,0.0803551,0.10084,-0.00149805,-10.5358,-0.192925
-189.86,0.985895,0.0417932,6,127,0,201.6,-0.114219,-2.743,-1.39645,-0.825792,-0.486154,-0.659765,0.579682,-0.880668,0.462251,0.961891,3.50628,-0.324985,0.600574,0.88937,-0.313385,1.08312,1.39792,0.403461,-1.89626,0.154316,0.367713,0.290605,1.78069,-4.89634,-2.89546,-1.70459,-2.31332,2.03253,-3.08787,1.62078,3.37266,-0.0501505,0.0926784,0.137244,-0.0483604,0.167143,0.215722,0.0622607,-0.292624,-10.8116,-0.114219
-187.035,0.994794,0.0417932,7,127,0,199.976,-0.173168,-15.9232,0.0485454,-0.86025,-1.14485,-0.82021,-0.150463,-1.70417,-1.14011,-0.689877,4.38262,-0.198989,0.190756,0.854648,-0.569485,-0.082631,0.328043,0.444759,0.977081,0.320474,0.2901,0.411595,3.4731,0.212756,-3.77015,-5.01742,-3.59467,-0.659421,-7.46871,-4.99665,-3.02347,-0.0637707,0.0611324,0.273892,-0.182505,-0.0264811,0.105129,0.142534,0.313129,-10.7315,-0.173168
-190.729,0.883126,0.0417932,6,63,0,197.768,-0.100255,-12.8478,2.36983,-1.15014,-0.894404,-0.5446,1.00272,-0.111361,-0.0869765,-0.024553,4.64912,-0.285024,0.45414,0.710026,-0.536634,1.34237,1.12965,0.155482,-1.93416,0.131585,0.265542,0.359801,2.4286,11.0176,-5.34715,-4.15819,-2.53191,4.66177,-0.517732,-0.404364,-0.11415,-0.0375048,0.0597579,0.0934287,-0.070613,0.176635,0.148645,0.0204591,-0.254506,-11.0955,-0.100255
