# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = model_1aa937a9e322_model
# start_datetime = 2023-06-14 20:12:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpLONWRn/standata-1aa96d3f9593.json
# init = 2 (Default)
# random
#   seed = 2356
# output
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpLONWRn/model_363cd2b8b5b24abb691f84f4f79ef391-202306141712-4-502d3c.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpLONWRn/model_363cd2b8b5b24abb691f84f4f79ef391-profile-202306141712-4-1aace7.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1.1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2.1,ar.1,sigma,nu,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,lprior,b_Intercept
-184.066,0.129072,0.0592169,6,63,0,195.604,-0.14299,-9.78083,-1.18158,-0.131314,-0.369666,-0.297245,0.124475,-0.998581,-1.25342,0.379235,8.53917,-0.60595,1.09475,1.68242,-0.600166,1.34368,-0.128258,-0.408188,-0.627422,0.117038,0.277255,0.329189,1.7215,-10.0897,-1.12131,-3.15664,-2.53822,1.06291,-8.52706,-10.7032,3.23835,-0.0709191,0.128127,0.196907,-0.0702422,0.157262,-0.015011,-0.0477735,-0.0734323,-13.006,-0.14299
-184.066,0.00184065,0.0592169,6,63,0,193.472,-0.14299,-9.78083,-1.18158,-0.131314,-0.369666,-0.297245,0.124475,-0.998581,-1.25342,0.379235,8.53917,-0.60595,1.09475,1.68242,-0.600166,1.34368,-0.128258,-0.408188,-0.627422,0.117038,0.277255,0.329189,1.7215,-10.0897,-1.12131,-3.15664,-2.53822,1.06291,-8.52706,-10.7032,3.23835,-0.0709191,0.128127,0.196907,-0.0702422,0.157262,-0.015011,-0.0477735,-0.0734323,-13.006,-0.14299
-184.066,0.00198409,0.0592169,6,63,0,194.596,-0.14299,-9.78083,-1.18158,-0.131314,-0.369666,-0.297245,0.124475,-0.998581,-1.25342,0.379235,8.53917,-0.60595,1.09475,1.68242,-0.600166,1.34368,-0.128258,-0.408188,-0.627422,0.117038,0.277255,0.329189,1.7215,-10.0897,-1.12131,-3.15664,-2.53822,1.06291,-8.52706,-10.7032,3.23835,-0.0709191,0.128127,0.196907,-0.0702422,0.157262,-0.015011,-0.0477735,-0.0734323,-13.006,-0.14299
-184.066,0.00166184,0.0592169,6,63,0,191.619,-0.14299,-9.78083,-1.18158,-0.131314,-0.369666,-0.297245,0.124475,-0.998581,-1.25342,0.379235,8.53917,-0.60595,1.09475,1.68242,-0.600166,1.34368,-0.128258,-0.408188,-0.627422,0.117038,0.277255,0.329189,1.7215,-10.0897,-1.12131,-3.15664,-2.53822,1.06291,-8.52706,-10.7032,3.23835,-0.0709191,0.128127,0.196907,-0.0702422,0.157262,-0.015011,-0.0477735,-0.0734323,-13.006,-0.14299
-185.688,0.0148515,0.0592169,6,63,0,200.996,-0.144921,-10.0524,-1.1658,-0.13722,-0.372361,-0.335797,0.0945687,-0.965726,-1.20366,0.386766,8.51696,-0.617957,1.0991,1.63722,-0.582452,1.42735,-0.195096,-0.455054,-0.785138,0.120211,0.27059,0.328619,1.71656,-9.92909,-1.1687,-3.17138,-2.85997,0.805437,-8.22504,-10.2515,3.29407,-0.0742853,0.132124,0.196812,-0.0700172,0.171583,-0.0234527,-0.0547026,-0.0943823,-13.0001,-0.144921
-182.964,0.0988938,0.0592169,6,63,0,197.079,-0.136828,-6.15345,-0.68841,-1.38632,-0.713404,-0.944147,0.811547,-0.922224,-0.19793,-0.265383,4.65095,-0.421111,0.591445,0.896351,-0.677438,0.483656,2.38988,-0.985884,-0.896552,0.141716,0.217222,0.376078,3.46994,-3.20176,-6.44769,-3.318,-4.39118,3.77446,-4.28921,-0.92056,-1.23428,-0.0596783,0.0838174,0.127028,-0.0960041,0.0685419,0.338685,-0.139716,-0.127056,-10.8446,-0.136828
-184.278,0.929001,0.0592169,6,63,0,192.549,-0.182319,-7.9228,0.330873,-1.60592,-0.780418,-0.818959,0.671382,-0.142633,0.545384,-0.783667,4.25193,-0.379417,0.413113,1.41327,-0.435715,0.703665,0.571232,-0.401954,-0.759093,0.167355,0.187973,0.377641,2.64034,1.40685,-6.82825,-3.31829,-3.48216,2.85467,-0.606465,2.31894,-3.3321,-0.0634975,0.0691366,0.236518,-0.0729193,0.117762,0.0955987,-0.0672691,-0.127038,-10.8512,-0.182319
-184.418,0.925395,0.0592169,6,63,0,195.818,-0.093206,-4.54102,-0.810422,-0.946035,-0.482138,-0.686093,0.870679,-1.31854,-0.478124,-0.84907,5.95272,-0.274507,0.422708,0.907238,-1.09791,0.913538,1.11044,1.52962,-1.46928,0.199385,0.210018,0.430808,3.75887,-4.82421,-5.63148,-2.87003,-4.08412,5.18291,-7.84888,-2.84614,-5.05427,-0.0547326,0.0842818,0.18089,-0.218907,0.182146,0.221406,0.304983,-0.292954,-11.3891,-0.093206
-192.325,0.692052,0.0592169,6,63,0,201.362,-0.0298539,-2.99701,-1.37926,-0.623737,-0.485639,-0.319589,1.09276,-1.82806,0.0509112,-1.07538,3.97925,-0.28929,0.377467,0.987211,-0.624706,0.928202,2.21705,0.566438,-1.39553,0.210439,0.333391,0.378688,4.82141,-5.48842,-2.482,-1.93248,-1.27173,4.34838,-7.2743,0.202589,-4.2792,-0.0608778,0.0794336,0.207747,-0.131462,0.195329,0.466554,0.1192,-0.293673,-10.3463,-0.0298539
-186.748,0.987037,0.0592169,6,63,0,205.962,-0.129466,-8.53303,1.36712,-0.220257,-0.731313,-0.585528,0.577009,-1.72668,-0.876295,3.0882,3.82901,-0.133766,0.736941,0.853241,-1.05517,0.4888,0.812978,1.32619,0.3612,0.147749,0.216705,0.415639,3.04704,5.23472,-0.843364,-2.8002,-2.24199,2.20937,-6.61148,-3.35534,11.8247,-0.0197637,0.108882,0.126065,-0.1559,0.0722196,0.120116,0.195942,0.0533668,-10.5569,-0.129466
-185.099,0.859,0.0592169,6,63,0,194.645,-0.12842,-9.76534,0.795904,-0.285383,-0.804023,-0.633065,0.383259,-1.25202,-0.499643,3.05246,4.24556,-0.197655,0.708503,0.806936,-0.515362,-0.0840377,1.83696,0.0396005,-0.261751,0.159883,0.275836,0.375288,3.1253,3.37906,-1.21161,-3.41353,-2.68772,1.62715,-5.31552,-2.12127,12.9594,-0.0316016,0.113277,0.129015,-0.0823975,-0.0134362,0.293698,0.00633144,-0.0418495,-10.7282,-0.12842
-187.717,0.969423,0.0592169,6,63,0,197.671,-0.09449,-9.54401,0.573616,-0.36199,-0.509297,-0.380425,0.335006,-1.64184,0.0300472,-0.799831,6.25705,-0.222703,0.646583,0.830104,-0.372636,0.896261,0.582484,1.4412,1.07374,0.178826,0.328941,0.427117,3.39866,3.58914,-2.26499,-3.18669,-2.38034,2.09615,-10.2731,0.188007,-5.00458,-0.0398251,0.115626,0.148444,-0.066637,0.160275,0.104163,0.257723,0.192013,-11.5853,-0.09449
-184.537,0.995383,0.0592169,6,63,0,193.666,-0.162911,-9.24746,-0.387965,-0.888751,-0.789642,-0.553434,0.255852,-0.681523,-0.091514,0.150281,4.36932,-0.488525,0.659884,1.43078,-0.55139,1.51642,2.23032,1.16402,0.475967,0.161076,0.289025,0.354067,2.5827,-1.69514,-3.88323,-3.4502,-2.41813,1.1179,-2.97779,-0.399853,0.656626,-0.0786897,0.106292,0.230464,-0.0888159,0.244259,0.359252,0.187496,0.0766669,-10.9198,-0.162911
-193.213,0.889369,0.0592169,6,63,0,203.516,-0.116879,-8.78625,2.07857,-1.35603,-0.503373,-0.756872,0.732542,-0.210337,-0.270182,-0.229489,4.94313,-0.379366,0.57471,1.53726,-0.0721607,1.95546,0.473482,-0.467266,-0.795545,0.0756277,0.390035,0.375938,2.01388,10.2746,-6.70305,-2.48824,-3.74132,3.62105,-1.03972,-1.33555,-1.13439,-0.0286906,0.043464,0.116259,-0.00545735,0.147887,0.0358084,-0.0353382,-0.0601653,-11.376,-0.116879
-189.164,0.997198,0.0592169,6,63,0,199.082,-0.128691,-10.1894,0.906402,-1.31315,-0.859149,-0.824242,0.409772,-0.947863,0.391775,-1.0273,4.33515,-0.460606,0.549179,2.09391,0.146952,0.706286,0.531241,-1.17722,1.03971,0.0986209,0.282638,0.353922,2.96618,3.92939,-5.69268,-3.72454,-3.57321,1.77642,-4.10913,1.6984,-4.45352,-0.0454253,0.0541605,0.206503,0.0144926,0.0696545,0.0523915,-0.116099,0.102537,-10.8026,-0.128691
-194.919,0.740533,0.0592169,6,63,0,205.792,-0.233831,-5.17156,0.211109,-2.24656,-0.834439,-1.64221,0.533247,-2.1025,0.55139,0.216231,2.18952,-0.344134,0.295497,0.319527,-0.381313,-0.317144,2.23833,1.07356,0.0320583,0.167772,0.388297,0.446773,3.42463,0.462229,-4.9189,-1.82702,-3.59567,1.16756,-4.60348,1.20728,0.473443,-0.057736,0.0495761,0.0536077,-0.0639737,-0.0532079,0.375529,0.180113,0.00537849,-9.78088,-0.233831
-190.937,0.889458,0.0592169,6,63,0,202.483,-0.0918128,-11.3628,-1.46676,-1.83253,-1.65484,-1.31401,0.319527,-1.32192,-1.78878,0.174065,2.42651,-0.633089,0.913651,1.81838,-0.998691,0.526839,-0.0510818,0.752018,-0.268549,0.125462,0.219609,0.301994,2.13535,-3.55911,-4.44666,-4.01547,-3.18846,0.775334,-3.20766,-4.34048,0.42237,-0.0794287,0.114629,0.228138,-0.125298,0.0660984,-0.00640883,0.0943497,-0.0336927,-10.2035,-0.0918128
-192.651,0.9978,0.0592169,6,63,0,202.91,-0.123463,-12.229,-0.811757,-1.88239,-1.48511,-1.45115,0.460845,-1.54667,-2.18272,-0.218773,2.85484,-0.485781,1.02454,1.21839,-1.01647,0.376818,1.07103,-0.853101,0.797341,0.112769,0.222777,0.347775,1.56383,-2.31743,-5.37391,-4.23974,-4.14279,1.31564,-4.41549,-6.2313,-0.624562,-0.0547809,0.115536,0.137396,-0.114626,0.0424933,0.120779,-0.096203,0.0899151,-10.6357,-0.123463
-187.14,0.91967,0.0592169,6,63,0,206.873,-0.185838,-10.3014,0.615063,-1.14085,-0.653762,-0.759229,0.414381,-0.827062,-0.927501,-0.69504,4.43553,-0.509072,0.718348,0.826013,0.0793551,0.507122,0.687524,2.12149,-0.171613,0.130656,0.38874,0.262715,1.69468,2.72813,-5.06029,-2.89978,-3.36758,1.838,-3.66846,-4.11396,-3.08287,-0.0665131,0.0938563,0.107923,0.0103682,0.0662585,0.089829,0.277185,-0.0224222,-11.2759,-0.185838
-185.334,0.715241,0.0592169,6,63,0,197.216,-0.0979659,-11.628,0.201979,-1.20415,-1.6338,-1.10705,0.548308,-1.79792,-1.11828,1.2827,2.44037,-0.347175,0.527139,0.730663,-1.14903,0.390977,1.15988,-0.805007,0.0563665,0.173413,0.226616,0.438679,3.30912,0.492903,-2.93856,-3.98707,-2.70161,1.33807,-4.38759,-2.72901,3.13026,-0.0602046,0.0914128,0.126706,-0.199257,0.0678004,0.201139,-0.139599,0.00977468,-9.90038,-0.0979659
-185.667,0.708577,0.0592169,6,127,0,198.701,-0.14649,-4.05445,-0.0653724,-1.55443,-0.558453,-0.814624,0.994801,-0.360748,0.709231,-0.23663,4.30206,-0.518959,0.707178,1.64274,-1.06068,1.0662,0.99911,1.31101,-0.0806286,0.112182,0.375534,0.371606,2.691,-0.281236,-6.68724,-2.40249,-3.50456,4.27969,-1.55196,3.05115,-1.01799,-0.0582176,0.0793324,0.184285,-0.118988,0.119608,0.112082,0.147071,-0.00904505,-10.8586,-0.14649
-188.909,0.861967,0.0592169,6,127,0,199.499,-0.215698,-7.30784,-1.83364,-0.691883,-0.609624,-0.238578,0.50052,-0.362289,-0.686476,-0.96574,4.66112,-0.345853,0.408052,0.426592,-0.339301,-0.130268,0.858256,-0.863061,-1.12955,0.208758,0.341227,0.386435,2.60878,-8.5468,-3.22495,-2.84153,-1.11204,2.33298,-1.68867,-3.19975,-4.50143,-0.0721998,0.0851844,0.0890547,-0.0708319,-0.0271946,0.179168,-0.180171,-0.235802,-11.0513,-0.215698
-183.88,0.931982,0.0592169,6,63,0,201.109,-0.0992296,-8.04787,0.0659987,-1.00735,-0.463609,-0.740156,0.0933078,-0.979772,-0.0229587,-0.591844,5.69443,-0.489435,0.542597,1.45619,-0.54747,1.34125,1.55262,0.772667,0.390368,0.159075,0.338597,0.401268,3.36355,0.375825,-5.73631,-2.63999,-4.21477,0.531335,-5.57924,-0.130737,-3.37021,-0.0778568,0.0863136,0.231644,-0.0870887,0.213359,0.246984,0.122912,0.0620978,-11.3422,-0.0992296
-188.988,0.993814,0.0592169,6,63,0,198.558,-0.172944,-5.49199,-1.64294,-0.754505,-0.520263,-0.652019,0.460453,-1.1875,-1.15681,0.599173,4.07019,-0.976043,1.74491,0.938477,-0.685282,0.119661,1.67466,-0.0204018,-2.02958,0.0623566,0.238502,0.305897,2.03085,-6.68708,-3.07098,-2.11757,-2.65384,1.87413,-4.83337,-4.70844,2.43875,-0.0608627,0.108807,0.0585202,-0.0427318,0.00746164,0.104426,-0.00127219,-0.126558,-10.9611,-0.172944
-186.346,0.980022,0.0592169,6,63,0,198.204,-0.118729,-8.69023,-0.553255,-0.649458,-0.651557,-0.584118,0.235647,-1.31679,-1.07127,0.584217,4.34553,-0.126101,0.702686,1.53498,-0.890548,-0.33862,1.53862,0.756077,0.670561,0.149267,0.32681,0.342121,2.00615,-2.40419,-2.82224,-2.83136,-2.5383,1.02401,-5.72217,-4.65522,2.53874,-0.0188228,0.104888,0.229123,-0.13293,-0.0505449,0.229665,0.112858,0.100093,-11.1031,-0.118729
-181.026,0.86732,0.0592169,5,63,0,192.364,-0.11882,-10.2143,-0.0541071,-0.424723,-0.576603,-0.598055,0.506341,-1.1057,-1.36042,1.30012,6.04258,-0.449039,0.661977,0.964995,-1.1271,0.130289,1.21268,0.325914,-0.266482,0.184441,0.240505,0.360734,2.35292,-0.326946,-2.56642,-3.48417,-3.6138,3.0596,-6.68125,-8.22044,7.85605,-0.0828211,0.122096,0.177984,-0.207883,0.0240306,0.223668,0.0601118,-0.0491501,-11.7494,-0.11882
-180.22,0.692741,0.0592169,5,63,0,188.52,-0.127215,-10.5297,0.321574,-0.18906,-0.542978,-0.330181,0.241525,-1.36876,-0.684335,0.477949,6.2855,-0.293872,0.357784,0.757697,-0.170467,0.744826,0.94244,-0.781176,-0.89714,0.239664,0.170078,0.332445,2.53551,2.02125,-1.18834,-3.41289,-2.07535,1.5181,-8.60333,-4.30139,3.00415,-0.0704304,0.0857477,0.181593,-0.0408548,0.178508,0.225869,-0.18722,-0.215012,-11.7987,-0.127215
-178.845,0.798572,0.0592169,6,95,0,189.312,-0.099252,-11.3074,0.301047,-1.00568,-0.902799,-0.880827,0.533609,-1.14378,-1.26636,0.24153,4.08402,-0.207763,0.342708,0.584029,-0.702124,1.23847,1.00591,-0.0159744,-0.896349,0.292633,0.225164,0.391378,3.18502,1.22948,-4.1072,-3.68705,-3.59732,2.17927,-4.67123,-5.17185,0.986414,-0.0607982,0.100288,0.170906,-0.205465,0.362417,0.294361,-0.00467463,-0.262301,-10.649,-0.099252
-186.804,0.961913,0.0592169,6,63,0,192.662,-0.13116,-7.49334,-0.417205,0.0397148,-0.358675,-0.103552,0.321999,-1.48281,-1.25401,0.589185,5.33316,-0.489449,1.3874,1.67479,-0.761508,-0.383996,0.422569,0.587546,0.202063,0.0886417,0.276145,0.335486,2.10663,-2.22502,0.211805,-1.91287,-0.552257,1.71727,-7.90805,-6.68786,3.14222,-0.0433856,0.122981,0.148456,-0.0675013,-0.0340381,0.0374572,0.0520811,0.0179112,-11.5147,-0.13116
-188.098,0.974608,0.0592169,6,63,0,194.556,-0.141268,-8.26167,-1.35402,-0.650561,-0.594749,-0.675061,0.237999,-0.906467,-1.03469,1.25309,5.69963,-0.681724,0.972597,2.13254,-0.655695,-0.419002,0.188789,1.70769,0.265173,0.113963,0.380849,0.324887,1.99392,-7.71743,-3.70796,-3.38985,-3.84759,1.35651,-5.16652,-5.89733,7.14215,-0.0776913,0.11084,0.243031,-0.074725,-0.0477507,0.0215149,0.194613,0.0302199,-11.7225,-0.141268
-189.732,0.91529,0.0592169,6,63,0,202.517,-0.163913,-6.51482,-0.499142,-1.97612,-1.01162,-1.16329,1.31904,0.0120923,-0.00123179,0.41655,2.88558,-0.373614,0.709839,0.287893,-0.617632,0.0847329,0.472419,-1.12895,-1.35022,0.1405,0.310181,0.332156,1.93295,-1.44032,-5.70227,-2.91912,-3.35677,3.80621,0.0348933,-0.00355445,1.20199,-0.0524929,0.0997327,0.0404491,-0.0867776,0.011905,0.0663751,-0.158618,-0.189706,-10.4729,-0.163913
-190.793,0.921959,0.0592169,6,63,0,200.956,-0.210245,-7.33175,-0.140919,-2.49428,-1.26183,-1.27578,1.36685,0.24143,-0.388077,1.71153,2.3596,-0.220293,0.484185,1.30872,-0.609753,0.063639,1.40183,1.02818,-1.21408,0.196027,0.338125,0.378402,2.77989,-0.332513,-5.88551,-2.97741,-3.01032,3.22523,0.569678,-0.915708,4.03853,-0.0431833,0.0949132,0.256545,-0.119528,0.0124749,0.274796,0.20155,-0.237993,-9.98468,-0.210245
-187.715,0.970377,0.0592169,6,127,0,205.563,-0.11324,-2.95621,-1.09713,-1.22346,-0.448214,-0.854134,0.581693,-2.28006,0.229462,-0.760933,3.36661,-0.541306,0.696135,0.937205,-0.671245,0.196159,1.3392,-0.99736,-0.7493,0.121824,0.275205,0.296527,1.72563,-3.69362,-4.11892,-1.50896,-2.87553,1.95833,-7.67607,0.772507,-2.56176,-0.0659442,0.0848061,0.114174,-0.081774,0.0238969,0.163147,-0.121503,-0.0912829,-10.7741,-0.11324
-185.656,0.990711,0.0592169,6,63,0,194.737,-0.130755,-4.45064,-0.839177,-1.61035,-0.799111,-0.969201,1.18419,-1.10732,-0.0987011,0.449597,3.36003,-0.315508,0.721979,1.95021,-0.740029,-0.523672,1.23846,0.0725448,-0.677312,0.121948,0.189634,0.357551,2.54488,-2.81966,-5.41082,-2.68503,-3.25654,3.9789,-3.72064,-0.331638,1.51066,-0.0384755,0.0880437,0.237824,-0.0902449,-0.0638607,0.151028,0.00884667,-0.0825966,-10.4685,-0.130755
-184.575,0.999513,0.0592169,6,63,0,195.424,-0.137826,-4.87477,0.26344,-1.59448,-0.794117,-0.988032,1.17932,-1.1061,0.840421,-0.325619,3.53976,-0.490925,0.66179,1.74481,-0.279112,0.00161227,1.01286,-0.145736,-0.871762,0.125396,0.227271,0.344084,2.68528,0.932514,-5.64407,-2.81098,-3.49739,4.1745,-3.91533,2.97489,-1.15261,-0.0615601,0.0829859,0.218792,-0.0349996,0.000202172,0.127009,-0.0182748,-0.109316,-10.5087,-0.137826
-189.539,0.907529,0.0592169,6,63,0,199.195,-0.146265,-15.3688,-0.400626,-0.165264,-0.875837,-0.552184,-0.301626,-1.57354,-2.44849,1.3813,4.6068,-0.875997,0.970525,1.18898,-0.708835,1.90917,1.01522,0.245059,0.32497,0.103447,0.312638,0.325593,2.92756,-1.8456,-0.76134,-4.03481,-2.5438,-1.38953,-7.24897,-11.2797,6.36339,-0.0906194,0.100398,0.122997,-0.073327,0.197498,0.105022,0.0253507,0.0336172,-10.9351,-0.146265
-187.368,0.835602,0.0592169,6,63,0,195.242,-0.142851,-15.0536,-0.0685902,-0.271652,-0.842595,-0.585363,-0.139636,-1.45059,-2.06942,1.5188,5.05351,-0.924877,1.10281,1.38682,-0.764635,1.55207,1.42012,0.236244,0.369789,0.0881302,0.266835,0.335968,2.74248,-0.346622,-1.3728,-4.25806,-2.95814,-0.705653,-7.33058,-10.4578,7.67529,-0.0815096,0.0971906,0.122221,-0.0673875,0.136785,0.125155,0.0208203,0.0325896,-11.1874,-0.142851
-189.347,0.817668,0.0592169,7,127,0,200.13,-0.166426,-4.59858,-1.63236,-1.34103,-0.532107,-0.737714,0.486211,-0.408784,-0.0991646,-0.132085,3.84551,-0.256131,0.828268,0.820976,-0.980313,0.617293,0.579902,0.367619,-1.13187,0.165589,0.366191,0.383955,2.14848,-6.27726,-5.15696,-2.04622,-2.83688,1.86973,-1.57198,-0.381338,-0.507933,-0.0424125,0.137152,0.135945,-0.162329,0.102217,0.0960255,0.0608736,-0.187425,-10.8215,-0.166426
