# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=2356
# chain_id=3
# iter=3000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=300
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/demo_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,ar.1,sigma,nu,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,b_Intercept
-188.873,0.978098,0.0497712,6,63,0,196.993,-0.162857,-9.83553,0.978821,-1.36342,-0.825663,-0.860098,0.900768,-0.853885,0.819894,0.263162,4.33216,-0.605491,1.07672,2.08836,-0.369072,-0.0659723,0.347275,-0.117836,-0.414672,0.0873916,0.18466,0.322845,1.55973,4.24041,-5.90654,-3.5769,-3.72608,3.90227,-3.69916,3.55191,1.14006,-0.0529149,0.0940965,0.182506,-0.0322538,-0.00576543,0.0303489,-0.0102979,-0.0362389,-0.162857
-200.461,0.629818,0.0497712,7,127,0,207.108,-0.136167,-5.39775,-0.794695,-1.25999,-0.940169,-0.864587,0.674042,-1.37592,-0.584782,-0.0566445,2.35502,-0.878393,0.630985,1.20886,-2.15044,0.672934,2.04074,0.791766,0.271378,0.0682941,0.249896,0.477377,3.03665,-1.87152,-2.9673,-2.21411,-2.03612,1.58738,-3.24032,-1.37717,-0.133399,-0.059989,0.0430925,0.0825578,-0.146862,0.0459574,0.13937,0.0540729,0.0185335,-0.136167
-194.229,0.997037,0.0497712,7,127,0,212.269,-0.151466,-5.28458,-0.0393739,-1.48438,-0.769779,-0.911212,1.22001,-0.659555,-0.367457,-0.139764,3.64378,-0.813318,0.57578,2.20077,-1.17029,1.04523,1.32814,0.965083,1.08405,0.124056,0.399036,0.48588,4.46201,-0.14347,-5.40878,-2.80491,-3.32026,4.44545,-2.40328,-1.33893,-0.509268,-0.100897,0.0714288,0.273019,-0.145181,0.129667,0.164764,0.119724,0.134483,-0.151466
-194.392,0.993521,0.0497712,7,127,0,205.732,-0.11077,-4.62414,-0.044112,-1.42573,-0.736788,-1.01826,1.04008,-2.04256,-0.18523,0.278031,2.70813,-0.689213,0.867483,-0.125944,-0.392673,-0.514115,1.17055,-0.699223,-1.18235,0.110319,0.339043,0.284683,1.55667,-0.119461,-3.86107,-1.99532,-2.75758,2.81668,-5.53151,-0.501627,0.752944,-0.0760331,0.0956997,-0.013894,-0.0433192,-0.0567165,0.129133,-0.0771375,-0.130435,-0.11077
-192.15,0.989046,0.0497712,6,127,0,205.454,-0.162237,0.967682,-0.102037,-1.92574,-0.113315,-1.15397,1.52863,-1.12661,0.169608,-0.756444,3.74484,-0.649001,1.08101,1.36607,-0.355713,-0.870844,1.50458,0.205508,-0.730948,0.0735217,0.343591,0.386194,2.49911,-0.382114,-7.2116,-0.424348,-4.32145,5.72449,-4.21899,0.635157,-2.83276,-0.0477157,0.0794777,0.100436,-0.0261526,-0.0640259,0.11062,0.0151093,-0.0537405,-0.162237
-186.974,0.923117,0.0497712,7,127,0,202.008,-0.12184,-12.8674,0.474954,-1.49155,-1.94677,-0.936521,0.279387,-1.23869,0.807082,1.09902,2.11013,-0.162084,0.263943,0.716061,-0.282884,0.850371,0.734158,-0.544286,-0.825083,0.388202,0.160529,0.382804,2.6512,1.00221,-3.14736,-4.10794,-1.97618,0.589541,-2.61379,1.70304,2.31907,-0.0629213,0.102463,0.277977,-0.109816,0.330116,0.285002,-0.211293,-0.320299,-0.12184
-186.747,0.99989,0.0497712,6,127,0,197.626,-0.143864,-4.28973,-1.3772,-1.52467,-0.57535,-1.30327,0.70839,-2.36402,1.62423,0.503306,2.77878,-0.279815,0.433874,1.08512,-0.333345,-0.268194,1.16574,1.19264,-0.608705,0.203401,0.302419,0.330672,2.44046,-3.82695,-4.23673,-1.59877,-3.6215,1.96846,-6.56909,4.51338,1.39858,-0.0569147,0.0882506,0.220715,-0.0678027,-0.054551,0.237114,0.242585,-0.123811,-0.143864
-189.051,0.936611,0.0497712,6,63,0,195.856,-0.156513,-6.33721,-0.244257,-0.722608,-0.818103,-0.402439,1.38128,-1.19822,1.4894,1.22931,2.8698,-0.181047,0.552193,0.632268,-0.879178,0.559656,1.24012,-1.47545,-0.495841,0.193024,0.161392,0.356848,2.3491,-0.700969,-2.07374,-2.34779,-1.15492,3.96399,-3.43864,4.27428,3.52787,-0.0349465,0.106587,0.122043,-0.169703,0.108027,0.239372,-0.284798,-0.0957094,-0.156513
-187.932,0.999115,0.0497712,6,63,0,196.045,-0.0986783,-8.24559,0.996689,-1.06127,-0.741044,-1.05031,0.42929,-1.85564,1.04115,1.49198,3.24298,-0.187134,0.405967,1.36879,-0.651498,1.06052,1.52393,-0.479683,-0.906074,0.184084,0.174651,0.423879,4.57925,3.23224,-3.44167,-2.40319,-3.40613,1.39218,-6.01781,3.37644,4.83845,-0.0344482,0.074732,0.251973,-0.11993,0.195225,0.28053,-0.0883018,-0.166793,-0.0986783
-194.975,0.945222,0.0497712,6,127,0,203.266,-0.137276,-10.508,-1.32397,-1.00599,-1.65661,-0.558703,0.620802,-2.36092,1.95753,-1.2966,1.91789,-0.375902,0.629635,0.627644,-1.10052,-0.273339,1.91502,0.221355,-2.56025,0.162727,0.208755,0.391229,3.15008,-2.53923,-1.92937,-3.17719,-1.07153,1.19063,-4.52798,3.75432,-2.48673,-0.0611695,0.102459,0.102135,-0.179085,-0.0444797,0.311626,0.0360206,-0.416623,-0.137276
-201.282,0.986376,0.0497712,6,127,0,212.512,-0.199436,-20.8684,1.92398,-0.783344,-2.32909,-0.863297,-0.792027,-0.435735,1.45579,3.13948,2.62587,-0.482114,0.696449,0.444683,-0.336209,0.663559,-0.0329217,0.0149631,0.839093,0.149852,0.475997,0.412967,3.02339,5.05212,-2.05696,-6.11589,-2.2669,-2.07976,-1.14418,3.8227,8.24385,-0.0722457,0.104364,0.0666366,-0.0503815,0.0994357,-0.00493338,0.00224225,0.12574,-0.199436
-191.956,0.918894,0.0497712,6,63,0,211.202,-0.122304,-12.9537,0.352294,-0.536796,-1.97226,-0.417944,-0.0123251,-2.50196,2.02632,0.0368821,1.83228,-0.184973,0.571613,0.747843,-0.350153,0.0803753,1.13926,1.6621,-1.03668,0.186323,0.227711,0.433499,3.09343,0.645501,-0.983561,-3.61373,-0.76579,-0.022583,-4.58429,3.71278,0.0675782,-0.0344648,0.106505,0.139341,-0.0652417,0.0149758,0.21227,0.309688,-0.193157,-0.122304
-191.499,0.748917,0.0497712,6,127,0,202.652,-0.139483,-9.93448,-1.31907,-1.04009,-1.6296,-0.793118,0.751774,-1.85856,-0.179302,-0.771946,2.7448,-0.156584,0.489121,0.656802,-0.854595,0.405009,1.19414,0.783974,-0.57374,0.247332,0.376724,0.366325,3.30396,-3.6206,-2.85483,-4.47294,-2.17695,2.06347,-5.10137,-0.492148,-2.11884,-0.0387282,0.120975,0.162448,-0.211369,0.100172,0.295348,0.193902,-0.141904,-0.139483
-194.591,0.996356,0.0497712,6,63,0,205.704,-0.0991374,-10.9138,1.4672,-0.899326,-1.06536,-1.13123,0.735144,-1.25077,0.760658,1.55986,3.69136,-0.54248,0.906253,2.06123,-0.380258,1.14029,1.17237,-0.200575,-0.340356,0.11256,0.361363,0.403447,3.74024,5.41597,-3.31973,-3.93261,-4.17576,2.71368,-4.61705,2.80786,5.75799,-0.0610616,0.102008,0.232013,-0.0428019,0.128352,0.131962,-0.0225767,-0.0383105,-0.0991374
-205.458,0.861621,0.0497712,6,127,0,213.461,-0.134974,-12.4038,-1.71029,-1.41694,-2.03622,-0.61523,-1.31574,-1.42254,-0.0424434,0.980753,1.67618,-0.563311,1.06935,1.03078,-0.970203,-2.03412,1.87421,0.987153,0.924461,0.10734,0.441447,0.330213,1.82911,-2.86675,-2.37503,-3.41306,-1.03123,-2.20541,-2.38443,-0.0711425,1.64391,-0.0604657,0.114784,0.110644,-0.104141,-0.218342,0.201178,0.105961,0.0992314,-0.134974
-200.908,0.988699,0.0497712,6,63,0,213.602,-0.1534,-10.8512,1.49155,-0.863168,-1.12369,-1.06881,1.11004,-1.44468,1.33576,0.178569,3.2284,-0.437457,1.23312,1.60871,-0.915451,1.32837,1.02382,-0.686623,-0.306725,0.0839144,0.286442,0.422654,2.43385,4.81532,-2.78665,-3.62773,-3.45053,3.58366,-4.66399,4.31236,0.57649,-0.0367089,0.103477,0.134994,-0.0768195,0.11147,0.0859134,-0.0576175,-0.0257387,-0.1534
-203.201,0.996146,0.0497712,6,63,0,216.637,-0.146183,-4.81986,-2.13339,-0.067295,-0.509193,-0.516666,-0.81608,-1.5445,-0.0537861,1.59155,1.1027,-0.0480595,0.146587,-0.00455697,-0.0389807,0.0769751,0.664021,0.934686,-0.126803,0.680937,0.582866,0.399411,1.82388,-2.35248,-0.074206,-0.561485,-0.569726,-0.899889,-1.70311,-0.0593097,1.755,-0.0327255,0.0998166,-0.00310301,-0.0265434,0.0524152,0.452156,0.636462,-0.0863449,-0.146183
-200.925,0.985029,0.0497712,6,63,0,212.663,-0.164854,-4.86198,-1.44054,-0.205465,-0.536348,-0.462764,-0.674368,-1.24156,-1.00076,1.33564,1.18683,-0.0884941,0.196149,0.0194913,0.251492,-0.167834,0.348655,0.32577,0.183179,0.64394,0.539084,0.403652,2.29494,-1.70968,-0.243852,-0.636554,-0.549223,-0.800361,-1.47352,-1.18773,1.58517,-0.0569849,0.126308,0.0125512,0.161946,-0.108075,0.224513,0.209776,0.117956,-0.164854
-196.275,0.92864,0.0497712,6,127,0,212.355,-0.135207,-3.31911,-0.397635,-1.71749,-0.296561,-0.10007,0.808301,-1.80057,0.0410151,0.430383,1.71457,-0.250655,0.37385,0.547442,-0.617133,0.502408,1.04874,1.06491,-0.880216,0.224224,0.427384,0.384781,2.45705,-0.681773,-2.94476,-0.508476,-0.171577,1.38589,-3.0872,0.0703233,0.737923,-0.0562027,0.0838259,0.12275,-0.138376,0.112652,0.235153,0.238777,-0.197365,-0.135207
-195.316,0.998489,0.0497712,6,63,0,208.505,-0.137429,-3.94082,-0.451874,-1.1301,-0.404573,-0.35362,1.3156,-1.04144,-0.163526,-0.215272,1.61683,-0.266171,0.417237,0.725004,-0.501025,0.339263,0.454475,0.930735,-1.14716,0.2154,0.424787,0.331255,2.53971,-0.730602,-1.82719,-0.654126,-0.571743,2.12709,-1.68384,-0.264394,-0.348058,-0.0573331,0.0898727,0.156166,-0.107921,0.0730771,0.0978936,0.20048,-0.247097,-0.137429
-194.249,0.994785,0.0497712,6,63,0,202.098,-0.161682,-6.0013,-0.205793,-1.69791,-0.700323,-1.14043,-0.325399,-1.18158,-1.65152,0.295623,4.15196,-0.33487,0.383527,0.62708,-0.173607,0.0560111,0.839755,0.783749,-0.520906,0.209029,0.301685,0.400788,2.22287,-0.854444,-7.04967,-2.90771,-4.73502,-1.35104,-4.90585,-6.85705,1.22741,-0.0699977,0.0801683,0.131078,-0.036289,0.011708,0.175533,0.163826,-0.108885,-0.161682
-194.473,0.942728,0.0497712,6,63,0,202.579,-0.141358,-11.7325,-0.0626756,-0.502377,-1.76573,-0.554639,1.30267,-2.31621,2.23072,0.564537,2.02106,-0.260056,0.494049,0.6074,-0.058782,0.553009,1.437,-0.00622576,0.107881,0.25105,0.227369,0.377569,1.8182,-0.126671,-1.01533,-3.56863,-1.12096,2.63278,-4.68119,4.50841,1.14096,-0.0652872,0.124031,0.152488,-0.0147572,0.138833,0.360758,-0.00156298,0.0270834,-0.141358
-192.678,0.978945,0.0497712,6,127,0,205.34,-0.156533,-17.1377,0.427501,-0.524474,-2.04497,-0.824344,-0.463659,-1.74256,2.71949,1.20972,2.23438,-0.348044,0.472799,0.991057,-0.897748,0.120515,1.09077,0.979855,-1.44382,0.184689,0.263833,0.334001,3.13008,0.955201,-1.17188,-4.56924,-1.8419,-1.03599,-3.89355,6.07639,2.70299,-0.0642798,0.0873206,0.183037,-0.165804,0.0222578,0.201452,0.180968,-0.266657,-0.156533
-180.854,0.990582,0.0497712,6,63,0,202.768,-0.10617,-5.53552,-0.602634,-0.470172,-0.467671,-0.589513,0.641792,-1.48769,0.578878,0.0217582,5.48571,-0.191,0.421559,0.74663,-0.795649,0.846766,1.38904,-0.439707,0.159663,0.229306,0.217538,0.357033,2.65853,-3.30588,-2.57923,-2.56551,-3.2339,3.52068,-8.16105,3.17556,0.119359,-0.0437974,0.0966659,0.171206,-0.182447,0.194168,0.318515,-0.100827,0.0366116,-0.10617
-182.61,0.875459,0.0497712,6,63,0,189.536,-0.147911,-16.3011,0.819531,-0.847555,-1.05538,-0.757023,0.0175618,-0.897811,1.23165,0.518106,4.31507,-0.327708,0.42844,0.953257,-0.79381,0.00702451,0.555263,1.01739,-1.08725,0.224127,0.314265,0.37447,2.69759,3.53633,-3.65726,-4.55404,-3.26661,0.0757804,-3.87412,5.31466,2.23566,-0.0734483,0.0960251,0.213651,-0.177914,0.00157438,0.12445,0.228026,-0.243682,-0.147911
-183.888,0.994761,0.0497712,6,63,0,191.998,-0.10735,-12.7665,1.16563,-0.88443,-0.687286,-0.882086,0.480249,-1.37478,1.44285,0.437278,5.14169,-0.213292,0.289854,0.497831,-0.479356,0.494762,0.925295,1.6723,-0.328381,0.287278,0.324884,0.364988,3.31124,5.99328,-4.54747,-3.53381,-4.53541,2.46929,-7.06867,7.4187,2.24835,-0.0612741,0.0832688,0.143016,-0.137708,0.142134,0.265817,0.480415,-0.0943366,-0.10735
-188.119,0.877705,0.0497712,7,191,0,195.075,-0.129279,-6.42858,0.700934,-1.91094,-0.830527,-1.55531,0.278076,-1.88034,0.104845,0.959354,2.98282,-0.431104,0.68155,1.25479,-0.350713,0.109287,1.35909,1.22092,-0.141414,0.147811,0.287564,0.360837,2.01693,2.09076,-5.70001,-2.47731,-4.6392,0.829451,-5.60871,0.312735,2.86158,-0.0637218,0.10074,0.185471,-0.0518391,0.0161538,0.200888,0.180466,-0.0209024,-0.129279
-186.54,0.984114,0.0497712,6,63,0,195.569,-0.122456,-8.45206,-0.763585,-1.07503,-1.27723,-0.422356,1.19926,-0.770756,0.412093,0.189459,2.73257,-0.365504,0.780284,0.908891,-1.02275,1.51646,1.40421,0.291829,-0.394577,0.128055,0.205955,0.369351,2.45261,-2.08655,-2.93759,-3.49011,-1.15412,3.27706,-2.10614,1.12607,0.51771,-0.0468047,0.0999196,0.116388,-0.130969,0.19419,0.179816,0.0373703,-0.0505277,-0.122456
-187.155,0.995987,0.0497712,6,63,0,197.121,-0.0830507,-8.60707,0.893108,-0.93041,-1.26392,-0.600731,1.34599,-1.48133,-0.00111509,0.681362,2.59223,-0.181494,0.679129,0.757462,-1.19745,1.31996,1.78756,0.715925,0.0941544,0.132587,0.298365,0.361635,2.2308,2.31514,-2.41184,-3.27638,-1.55723,3.48912,-3.83996,-0.00289057,1.76625,-0.0240636,0.0900434,0.100429,-0.158766,0.175009,0.237006,0.0949221,0.0124836,-0.0830507
-186.035,0.998054,0.0497712,6,127,0,193.781,-0.116512,-6.83695,-0.688975,-0.342655,-0.910072,-0.0244516,0.788178,-1.16219,-0.240636,1.03932,3.07302,-0.295004,0.505195,0.984076,-0.253448,0.0762273,1.24855,0.554442,0.0768078,0.21202,0.252886,0.360712,2.72422,-2.11724,-1.05299,-2.79667,-0.0751402,2.42209,-3.57144,-0.73948,3.19386,-0.0625468,0.107112,0.208644,-0.0537361,0.0161618,0.264719,0.117553,0.0162848,-0.116512
-191.217,0.937245,0.0497712,6,63,0,204.935,-0.119735,-0.779594,-0.917035,-0.831484,-0.147149,-0.581949,1.15244,-1.40138,0.311737,-0.314825,3.58587,-0.270467,0.72491,0.225192,-1.17475,0.901008,0.786585,0.214391,-0.927909,0.1344,0.454061,0.431685,3.30991,-3.28836,-2.98159,-0.527656,-2.08679,4.13251,-5.02517,1.11785,-1.12892,-0.0363507,0.0974275,0.0302657,-0.157885,0.121095,0.105717,0.0288141,-0.124711,-0.119735
-189.582,0.875875,0.0497712,6,63,0,205.016,-0.12436,-9.18613,0.550803,-1.48317,-1.68899,-0.967461,0.454414,-1.37155,-0.218357,0.835019,1.84036,-0.133224,0.67904,1.42081,-0.337104,0.170207,1.65415,-0.392543,0.906417,0.122688,0.29612,0.3727,2.4667,1.01368,-2.72956,-3.10835,-1.78047,0.836285,-2.52414,-0.401855,1.53673,-0.016345,0.0833101,0.174316,-0.0413586,0.0208823,0.202944,-0.0481604,0.111207,-0.12436
-196.405,0.948909,0.0497712,6,63,0,202.426,-0.161539,-7.84857,-0.984013,-1.74427,-1.42123,-0.357177,0.113165,0.0600097,-1.97395,-0.497535,1.80763,-0.758722,0.772166,1.0974,-0.464024,1.91647,0.555598,1.04177,0.107835,0.0967283,0.443818,0.368133,2.2748,-1.77873,-3.15301,-2.56906,-0.645644,0.204561,0.108475,-3.56817,-0.899361,-0.0733899,0.0746903,0.10615,-0.0448842,0.185377,0.053742,0.100768,0.0104307,-0.161539
-195.59,0.993691,0.0497712,7,127,0,209.385,-0.165115,-12.7717,0.514258,-0.570873,-1.33726,-0.728092,1.02527,-2.9668,3.50413,0.137271,2.79194,-0.287723,0.84314,1.10564,-0.780646,-0.351072,1.92936,-0.540645,0.490241,0.161845,0.324216,0.40837,2.89262,1.43578,-1.59385,-3.73356,-2.03279,2.86249,-8.28315,9.78333,0.383252,-0.0465666,0.136458,0.178942,-0.126344,-0.0568193,0.312257,-0.0875008,0.0793431,-0.165115
-197.942,0.984673,0.0497712,5,31,0,208.746,-0.205114,-15.4947,1.35416,-0.692586,-1.25229,-1.17079,0.203223,-3.01409,3.21404,0.887031,3.18363,-0.491384,0.642696,0.742382,-0.224196,-0.856324,1.12895,0.0766329,0.890231,0.181213,0.302714,0.38543,3.57182,4.31113,-2.20494,-3.98684,-3.72737,0.646987,-9.59574,10.2323,2.82398,-0.089045,0.116465,0.134529,-0.0406271,-0.155177,0.20458,0.0138868,0.161321,-0.205114
-198.596,0.999768,0.0497712,7,127,0,212.524,-0.149405,-2.88681,-1.273,-2.10576,-0.59862,-1.06762,0.898845,-0.4513,-0.991226,-1.73452,3.46417,-0.70182,1.16712,1.08021,-1.38459,2.14025,0.378257,0.755612,-0.739747,0.0658825,0.383627,0.403232,1.71857,-4.40988,-7.29471,-2.07372,-3.6984,3.11375,-1.56338,-3.43377,-6.00865,-0.0462377,0.0768931,0.0711667,-0.0912204,0.141005,0.0249205,0.0497816,-0.0487364,-0.149405
-194.248,0.99605,0.0497712,6,63,0,206.204,-0.153095,-2.06661,-1.04498,-1.90143,-0.521348,-1.09904,0.988412,-0.647488,-0.788654,-1.21934,3.96259,-0.838147,0.81924,0.74166,-1.58886,2.14831,0.681068,0.501996,-0.367789,0.0674734,0.363086,0.388572,1.96386,-4.14084,-7.5346,-2.06589,-4.35504,3.91667,-2.56573,-3.12512,-4.83173,-0.0565526,0.0552769,0.0500423,-0.107206,0.144953,0.045954,0.0338714,-0.024816,-0.153095
-196.168,0.960139,0.0497712,6,63,0,208.528,-0.151378,-0.736404,-2.27337,-1.36395,-0.192074,-0.791091,0.575716,-1.12161,0.331321,-0.212516,3.55563,-0.731108,1.12082,0.34626,-0.73565,0.915117,2.51243,0.766535,0.115341,0.106166,0.334957,0.396559,4.13254,-8.08326,-4.84968,-0.682943,-2.81282,2.04703,-3.98801,1.17805,-0.755626,-0.0776186,0.118993,0.036761,-0.0781008,0.0971541,0.266734,0.0813797,0.0122453,-0.151378
-196.031,0.706322,0.0497712,6,127,0,207.697,-0.132121,-15.6355,2.14577,-1.21614,-1.42049,-0.923136,0.220895,-1.43093,1.42009,0.360261,2.95707,-0.236914,0.645627,1.48097,-0.651227,0.445395,0.227322,0.0423041,-0.707227,0.158895,0.0963098,0.300576,1.85735,6.34521,-3.59622,-4.20051,-2.72978,0.653203,-4.23137,4.19932,1.06532,-0.0376445,0.102587,0.235318,-0.103477,0.070771,0.0361204,0.00672191,-0.112375,-0.132121
-187.786,0.99445,0.0497712,7,127,0,205.288,-0.151981,-14.1776,1.81669,-1.1034,-1.14565,-1.09497,-0.0373849,-2.23655,1.46248,0.144011,3.48231,-0.468813,0.568453,1.50277,-0.917228,0.413237,0.924075,0.912556,-0.153649,0.12693,0.244478,0.271735,1.77954,6.32628,-3.84237,-3.98951,-3.81302,-0.130186,-7.78837,5.09282,0.50149,-0.0595064,0.0721536,0.190747,-0.116424,0.0524521,0.117293,0.115831,-0.0195027,-0.151981
-192.521,0.971247,0.0497712,6,127,0,201.337,-0.152917,-6.98677,-1.20786,-0.830705,-0.980206,-0.49953,0.0850003,-0.730019,-0.773551,0.870019,2.85315,-0.457018,0.339257,0.340626,-0.208378,0.415146,1.06988,0.461185,-2.07462,0.156029,0.378231,0.413273,2.85727,-3.4462,-2.37012,-2.79667,-1.42523,0.242518,-2.08285,-2.20705,2.48229,-0.0713081,0.052934,0.0531475,-0.0325129,0.0647748,0.166932,0.0719583,-0.323701,-0.152917
