# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=2356
# chain_id=1
# iter=3000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=300
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/demo_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,ar.1,sigma,nu,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,b_Intercept
-192.995,0.999373,0.0516478,6,63,0,196.027,-0.125748,-5.92898,0.638119,-2.09043,-0.952078,-1.04664,1.25392,-1.02617,-0.642453,-0.655894,2.99734,-0.617081,1.38856,2.53293,-1.43899,0.278826,1.84126,0.707915,-0.179488,0.0635282,0.303163,0.373339,2.10933,1.91266,-6.26574,-2.8537,-3.13713,3.75842,-3.07578,-1.92565,-1.96594,-0.039202,0.0882125,0.160913,-0.0914163,0.0177133,0.116972,0.0449725,-0.0114026,-0.125748
-188.981,0.996042,0.0516478,6,127,0,200.386,-0.153697,-11.7654,-0.0510665,-1.00339,-1.26274,-0.888528,0.380181,-1.87432,1.58847,1.00003,3.04338,-0.36182,0.849678,0.537723,-0.766234,0.687319,-0.675315,-0.840551,-0.361073,0.123891,0.314211,0.406375,2.36659,-0.155415,-3.0537,-3.84299,-2.70413,1.15704,-5.70426,4.83433,3.04347,-0.0448261,0.105267,0.0666189,-0.0949293,0.0851524,-0.0836653,-0.104137,-0.0447336,-0.153697
-194.506,0.987288,0.0516478,6,63,0,202.517,-0.0914068,-8.39447,0.296277,-1.93647,-0.769914,-1.089,0.865311,-0.0191057,-0.789018,-2.0348,5.47802,-0.471902,0.424716,2.04967,-0.478855,0.34714,2.93676,1.50049,0.297338,0.123769,0.318997,0.396443,2.683,1.62301,-10.608,-4.21761,-5.96555,4.7402,-0.104661,-4.32226,-11.1467,-0.0584068,0.0525666,0.253686,-0.0592674,0.0429651,0.363479,0.185714,0.0368013,-0.0914068
-189.119,0.916785,0.0516478,6,63,0,203.027,-0.16079,-7.61246,-0.100065,-0.455276,-0.710728,-0.560422,0.587323,-2.22941,1.787,1.56815,3.1815,-0.227614,1.00444,0.582191,-1.13839,0.770206,0.436154,-0.788132,-0.283491,0.094359,0.231924,0.341215,2.205,-0.318358,-1.44846,-2.26118,-1.78298,1.86857,-7.09286,5.68533,4.98906,-0.0214774,0.094778,0.054935,-0.107418,0.0726758,0.0411551,-0.0743674,-0.0267499,-0.16079
-188.766,0.998552,0.0516478,6,63,0,196.935,-0.20506,-5.80209,0.122022,-0.42865,-0.666756,-0.798688,0.708091,-2.3413,0.702686,2.28142,3.12431,-0.25578,1.20329,0.583507,-0.936877,0.588775,0.56929,-0.578784,-0.132716,0.107265,0.275555,0.364977,2.19187,0.381233,-1.33923,-2.08315,-2.49534,2.21229,-7.31492,2.19541,7.12786,-0.0274363,0.129071,0.0625901,-0.100494,0.0631552,0.0610651,-0.0620835,-0.0142358,-0.20506
-185.408,0.837548,0.0516478,6,127,0,199.633,-0.125214,-10.8175,-0.180609,-1.07173,-1.01578,-0.786491,0.542947,-0.829097,1.68338,0.966756,3.4613,-0.368543,0.577321,1.59524,-1.10771,-0.00852757,1.78322,0.535939,0.753452,0.148223,0.306375,0.423759,3.32494,-0.62514,-3.70957,-3.51592,-2.72228,1.8793,-2.86975,5.82669,3.34623,-0.0546264,0.085572,0.23645,-0.164187,-0.00126398,0.264313,0.0794382,0.111679,-0.125214
-188.089,0.885019,0.0516478,6,63,0,197.61,-0.0842712,-15.0326,0.38894,-1.21158,-1.22443,-0.814499,0.716273,-0.852582,1.26433,-0.693086,4.10039,-0.415736,0.371972,0.33568,-0.540897,1.04869,1.76284,0.230636,-1.63325,0.228612,0.165386,0.438325,4.3078,1.59481,-4.96795,-5.02063,-3.33977,2.937,-3.49592,5.18424,-2.84193,-0.0950422,0.0850372,0.0767404,-0.123655,0.239744,0.403006,0.0527261,-0.37338,-0.0842712
-186.149,0.959897,0.0516478,6,63,0,198.648,-0.116941,-12.856,-0.611365,-0.884031,-1.04294,-0.961117,0.224174,-1.66775,1.96134,0.3552,4.0502,-0.210436,0.499542,0.98682,-0.545902,1.49967,1.55964,0.749521,-0.912005,0.217283,0.164982,0.443442,2.55401,-2.47615,-3.5805,-4.22411,-3.89271,0.90795,-6.75471,7.94381,1.43863,-0.045724,0.108542,0.214419,-0.118615,0.325853,0.338882,0.162858,-0.198163,-0.116941
-183.392,0.894114,0.0516478,6,63,0,196.222,-0.170939,-7.47372,-0.0896972,-1.31612,-0.888191,-0.848717,1.09432,-1.53547,1.09518,0.588745,2.85857,-0.177124,0.332514,0.599499,-0.439702,-0.281199,0.033055,-0.370533,-0.394561,0.290786,0.284004,0.305184,2.21498,-0.256406,-3.76223,-2.53896,-2.42612,3.12821,-4.38925,3.13066,1.68297,-0.0515051,0.0966903,0.174326,-0.127859,-0.0817685,0.00961192,-0.107746,-0.114733,-0.170939
-189.26,0.95209,0.0516478,6,63,0,197.203,-0.148593,-10.478,-0.728596,-0.578241,-1.63648,-0.625389,0.521465,-2.15395,0.965917,1.00243,2.0785,-0.27751,0.426934,0.708233,-0.435354,1.11834,2.15861,-0.568982,0.0213672,0.195363,0.225927,0.371263,1.96126,-1.51439,-1.20188,-3.40144,-1.29987,1.08387,-4.47699,2.00766,2.08356,-0.0542151,0.0834071,0.138362,-0.0850521,0.218481,0.421713,-0.111158,0.00417435,-0.148593
-186.008,0.99454,0.0516478,6,63,0,199.703,-0.0981971,-11.1976,1.97833,-0.861157,-0.815375,-0.931528,0.262746,-2.01531,0.904722,0.330394,3.75649,-0.184109,0.481337,0.397099,-0.599015,0.0166446,0.803962,0.940093,-0.818821,0.224449,0.325113,0.388279,2.0544,7.43156,-3.23492,-3.06295,-3.49927,0.987004,-7.57049,3.39858,1.24112,-0.041323,0.108035,0.0891284,-0.134448,0.00373585,0.180448,0.211003,-0.183783,-0.0981971
-187.045,0.966321,0.0516478,6,63,0,198.58,-0.170192,-13.9033,0.676896,-1.68093,-1.28884,-1.01635,1.0867,-0.191786,2.07292,-0.857627,3.45378,-0.193397,0.224322,0.599341,-0.289591,0.434707,0.566161,0.321188,0.640428,0.298602,0.242653,0.294731,2.33064,2.33785,-5.80555,-4.45136,-3.51026,3.75323,-0.662387,7.1594,-2.96205,-0.0577488,0.0669829,0.178964,-0.0864725,0.129804,0.169057,0.0959072,0.191233,-0.170192
-188.344,0.987624,0.0516478,6,63,0,201.075,-0.15952,-14.4434,1.08974,-1.37406,-1.27652,-1.15821,0.080516,-0.657902,1.45107,0.374826,3.00296,-0.304611,0.341837,0.856077,-0.288338,0.502552,0.0654838,0.289349,0.0802235,0.249985,0.392873,0.301814,1.8305,3.27243,-4.12623,-3.83335,-3.47806,0.241786,-1.97565,4.3575,1.12559,-0.076148,0.0854539,0.214006,-0.0720801,0.12563,0.0163699,0.0723327,0.0200546,-0.15952
-187.781,0.986782,0.0516478,6,63,0,197.992,-0.18547,-13.9104,-0.294118,-0.401642,-0.98259,-0.508504,0.0778932,-1.32598,0.456074,-1.00422,4.55192,-0.231666,0.469177,0.570907,-0.690564,0.202099,1.70772,-0.00861215,-0.496407,0.253261,0.338566,0.365112,3.17764,-1.3388,-1.82824,-4.47267,-2.31467,0.354564,-6.03574,2.07601,-4.57114,-0.0586719,0.118824,0.144588,-0.174893,0.0511837,0.432499,-0.00218112,-0.125721,-0.18547
-187.954,0.926495,0.0516478,6,63,0,196.863,-0.0580611,-9.18562,0.0304272,-0.914691,-0.688078,-0.89515,0.635575,-0.541137,1.00515,1.69138,4.83828,-0.345887,0.643582,0.816706,-0.714767,0.417155,0.0304701,-0.192283,-0.825585,0.156032,0.199635,0.404146,2.49061,0.147215,-4.42553,-3.32911,-4.33099,3.07509,-2.61817,4.8632,8.18338,-0.0539697,0.10042,0.127433,-0.111527,0.0650897,0.00475433,-0.0300025,-0.128818,-0.0580611
-182.778,0.999556,0.0516478,6,63,0,193.497,-0.122769,-9.46326,0.357653,-0.423748,-0.828688,-0.435675,0.781383,-1.72736,1.04512,0.970098,3.76313,-0.162672,0.425993,0.589089,-0.482118,-0.264019,1.54151,-0.450593,-1.49732,0.253115,0.293723,0.365031,3.1512,1.34589,-1.59462,-3.11846,-1.6395,2.94045,-6.50028,3.93291,3.65061,-0.0411748,0.107825,0.149107,-0.122031,-0.0668274,0.390179,-0.114052,-0.378994,-0.122769
-182.02,0.993082,0.0516478,6,63,0,188.529,-0.0965131,-7.4145,0.707117,-0.463554,-0.715457,-0.632264,0.401753,-2.35584,0.547949,1.20079,3.52412,-0.177285,0.390694,0.367062,-0.464616,0.120934,1.25641,0.352847,-1.33432,0.23844,0.227,0.392793,2.66625,2.49197,-1.63362,-2.52136,-2.22818,1.41583,-8.30227,1.93104,4.23172,-0.0422719,0.0931573,0.0875224,-0.110783,0.0288355,0.299579,0.0841329,-0.318155,-0.0965131
-185.203,0.92991,0.0516478,6,63,0,192.046,-0.208669,-6.69388,-1.00216,-0.765048,-0.315584,-0.642067,0.15893,-0.458709,0.999033,0.324228,6.75939,-0.198004,0.333221,0.125402,-0.295396,0.840983,0.229848,0.155357,0.223682,0.350695,0.405948,0.384089,2.61067,-6.77396,-5.17126,-2.13315,-4.33998,1.07427,-3.10059,6.75285,2.19158,-0.0694389,0.116859,0.0439778,-0.103594,0.294928,0.0806064,0.0544828,0.0784442,-0.208669
-185.774,0.762192,0.0516478,5,31,0,194.85,-0.243095,-7.49675,-1.44333,-0.57814,-0.459556,-0.456776,0.733921,-0.616964,1.59066,0.441599,7.51348,-0.160432,0.177302,0.595692,-0.236973,0.0926528,0.530032,-0.667594,-0.114116,0.571572,0.351311,0.398525,2.74875,-10.8445,-4.34384,-3.45287,-3.43198,5.5143,-4.63555,11.9514,3.31795,-0.0916987,0.101341,0.340481,-0.135447,0.0529578,0.302952,-0.381578,-0.0652256,-0.243095
-182.933,0.755279,0.0516478,5,31,0,197.15,-0.201662,-6.63944,-0.522309,-0.610254,-0.348368,-0.487524,0.396954,-0.737887,1.05688,0.447578,6.0297,-0.156969,0.298131,0.140074,-0.150265,0.80304,1.05847,0.604045,0.354016,0.386336,0.313621,0.333289,2.70144,-3.14937,-3.67965,-2.10055,-2.93963,2.39352,-4.44924,6.37267,2.69876,-0.0606427,0.115179,0.0541154,-0.0580529,0.310243,0.408923,0.233364,0.136769,-0.201662
-191.628,0.421784,0.0516478,7,127,0,197.679,-0.102085,-4.9559,0.45523,-2.17729,-1.16301,-1.68899,1.23201,-2.86638,-0.812675,0.92343,1.96493,-0.326806,0.744774,0.881163,-0.850638,-0.298374,1.25475,-0.503344,-1.59555,0.131995,0.218272,0.284826,1.50099,0.894496,-4.27822,-2.28523,-3.31875,2.42081,-5.63224,-1.59685,1.81448,-0.0431368,0.0983066,0.116309,-0.11228,-0.0393839,0.165621,-0.0664389,-0.210605,-0.102085
-186.209,0.98764,0.0516478,6,63,0,198.715,-0.1838,-7.97839,-0.959486,-1.37822,-1.07333,-0.864193,0.731988,-1.76713,0.739816,-0.16636,2.84515,-0.125291,0.263758,0.745309,-0.227343,0.803,0.866523,0.620259,1.21155,0.344805,0.305849,0.405782,3.84058,-2.72988,-3.92124,-3.05377,-2.45876,2.08261,-5.02773,2.10489,-0.473317,-0.0432011,0.0909453,0.256987,-0.078389,0.276879,0.298782,0.213869,0.417748,-0.1838
-183.86,0.980191,0.0516478,6,63,0,197.662,-0.197659,-8.2409,-0.293339,-1.29177,-0.88985,-0.954483,0.475543,-1.20196,0.371418,-0.00808045,3.36008,-0.247333,0.383298,0.628506,-0.0486197,0.985199,0.339114,-0.372569,0.7881,0.252807,0.351925,0.407862,2.74986,-0.985641,-4.34044,-2.98997,-3.20714,1.59786,-4.03868,1.248,-0.027151,-0.0625275,0.0969006,0.158891,-0.0122914,0.249065,0.0857306,-0.0941882,0.199237,-0.197659
-185.681,0.988656,0.0516478,6,63,0,191.68,-0.163694,-7.58345,-0.152034,-1.53702,-0.873802,-1.09074,0.249109,-1.71946,0.0664839,-0.140117,3.19989,-0.276295,0.386383,0.535249,0.264953,0.792101,0.684213,-0.136537,0.533559,0.213091,0.374234,0.417721,2.74493,-0.486491,-4.91829,-2.79607,-3.49026,0.797122,-5.50207,0.212741,-0.44836,-0.0588759,0.0823346,0.114057,0.0564589,0.168789,0.1458,-0.0290948,0.113697,-0.163694
-184.771,0.773153,0.0516478,6,127,0,198.233,-0.0959428,-9.33139,1.82152,-0.589185,-1.03996,-0.757801,0.862932,-2.3358,0.356923,0.958482,3.21533,-0.0639311,0.271868,0.687535,-0.851002,0.678559,1.36842,-0.455456,-0.585306,0.307745,0.216636,0.368902,3.34761,5.85679,-1.89442,-3.34382,-2.43658,2.77461,-7.51036,1.14762,3.08183,-0.0196745,0.083666,0.211585,-0.261891,0.208823,0.421123,-0.140164,-0.180125,-0.0959428
-185.393,0.659516,0.0516478,6,63,0,199.792,-0.136932,-4.60688,0.706645,-1.12724,-0.500104,-0.630226,0.991869,-0.43087,-0.682799,-0.458428,5.36447,-0.174683,0.303038,0.990837,-0.321349,0.416722,0.960253,0.42681,-1.14596,0.227521,0.0691062,0.312532,1.6079,3.79078,-6.04702,-2.6828,-3.38083,5.32086,-2.31139,-3.66286,-2.45922,-0.0397439,0.0689474,0.225436,-0.0731135,0.0948128,0.218477,0.0971079,-0.260729,-0.136932
-187.65,0.902476,0.0516478,6,63,0,199.857,-0.143955,-6.12213,-1.44099,-0.617676,-0.729267,-0.683803,0.316778,-2.29573,1.38532,1.46818,2.66164,-0.255918,0.542216,0.575246,-0.245675,0.381205,1.45773,0.0847273,-0.933789,0.216907,0.465399,0.336045,2.20623,-3.83538,-1.64403,-1.94104,-1.82003,0.843148,-6.11039,3.68723,3.90777,-0.0555105,0.117611,0.124775,-0.0532887,0.082686,0.316192,0.018378,-0.202545,-0.143955
-191.375,0.900503,0.0516478,6,63,0,198.467,-0.174668,-4.42803,-2.07824,-0.403248,-0.66668,-0.715964,0.42617,-2.3795,0.0181256,1.32319,3.43831,-0.151613,0.759676,0.942341,-0.405164,0.418921,1.6301,0.862259,-0.0840281,0.137341,0.181803,0.32146,1.88842,-7.14564,-1.38649,-2.29225,-2.46171,1.4653,-8.18148,0.0623213,4.54954,-0.0208228,0.104335,0.129422,-0.0556458,0.0575351,0.22388,0.118424,-0.0115405,-0.174668
-193.322,0.987433,0.0516478,6,63,0,204.453,-0.163236,-5.22198,-2.26506,-0.924913,-0.814057,-0.696198,0.675372,-2.22914,0.100692,0.0521975,2.51759,-0.365217,0.670442,0.789133,-0.80289,1.15173,1.39301,1.26946,-0.32052,0.150451,0.270014,0.366927,1.47696,-5.70251,-2.32855,-2.04946,-1.75274,1.70031,-5.61207,0.253501,0.131412,-0.0549471,0.100868,0.118725,-0.120795,0.173278,0.20958,0.190991,-0.0482224,-0.163236
-187.969,0.82318,0.0516478,6,127,0,209.566,-0.103681,-6.32277,0.703342,-1.6085,-0.876583,-0.946868,0.787782,-1.261,-0.135465,0.659501,2.59529,-0.138432,0.380573,0.582947,-0.353722,-0.553183,1.46173,-0.0838887,-0.389595,0.295895,0.282598,0.469131,3.28145,1.82538,-4.17454,-2.27499,-2.4574,2.04453,-3.27268,-0.351571,1.7116,-0.0409614,0.11261,0.172491,-0.104664,-0.163684,0.432519,-0.0248222,-0.115279,-0.103681
-186.699,0.929848,0.0516478,6,63,0,196.608,-0.167526,-3.69866,-0.385916,-1.19215,-0.511424,-0.744138,1.31317,-1.10769,0.396616,0.640536,3.50025,-0.288763,0.415943,0.888796,-0.416344,1.53729,1.14079,1.9459,-0.260675,0.167573,0.349906,0.355311,3.01722,-1.3508,-4.17284,-1.79011,-2.60467,4.59642,-3.8772,1.38826,2.24204,-0.0483888,0.0697009,0.148938,-0.069768,0.257608,0.191166,0.326081,-0.0436821,-0.167526
-191.41,0.905655,0.0516478,6,63,0,199.35,-0.143723,-9.71937,1.24874,-1.54971,-0.831864,-1.13653,0.522002,-0.530057,0.082024,0.42778,3.62986,-0.0763715,0.252248,0.543284,-0.329902,-0.749999,0.587785,-1.07983,-0.0804666,0.298392,0.232031,0.282887,1.34489,4.53274,-5.62523,-3.01955,-4.12544,1.8948,-1.92403,0.297736,1.55278,-0.0227886,0.0752686,0.162111,-0.09844,-0.223793,0.17539,-0.322211,-0.0240105,-0.143723
-196.402,0.964066,0.0516478,6,63,0,209.738,-0.16506,-9.36698,0.981775,-1.65319,-0.73264,-1.15433,0.319666,-0.646562,-0.185532,0.367931,4.29384,-0.042639,0.211267,0.539106,-0.369115,-0.801925,0.624202,-0.960812,0.0269133,0.380755,0.286654,0.292982,1.31818,4.21558,-7.09854,-3.14584,-4.9565,1.37259,-2.77623,-0.796643,1.57984,-0.016235,0.0804409,0.205267,-0.140542,-0.305337,0.237668,-0.365834,0.0102474,-0.16506
-192.852,0.999971,0.0516478,6,63,0,210.518,-0.164039,-13.2669,0.998977,-1.48162,-1.24127,-0.765373,-0.0697919,-0.634875,0.471994,-0.985914,3.04202,-0.325486,0.730401,0.993932,0.00895621,2.63772,0.435281,0.345818,0.0966343,0.107039,0.475758,0.338412,2.14402,3.03891,-4.50711,-3.77598,-2.32828,-0.212308,-1.9313,1.43582,-2.99917,-0.0348398,0.0781816,0.10639,0.000958666,0.282339,0.0465922,0.0370161,0.0103437,-0.164039
-193.904,0.996474,0.0516478,6,127,0,200.195,-0.104149,-5.81248,-1.82296,-0.0408397,-0.439096,-0.298967,0.651308,-1.34695,1.67087,1.02081,5.49947,-0.517318,1.52668,1.9718,-1.95472,-1.45253,1.92621,-0.0509346,-0.664449,0.0878964,0.0687071,0.370814,2.75749,-10.0253,-0.224597,-2.41479,-1.64416,3.58185,-7.4075,9.18891,5.61391,-0.0454703,0.134189,0.173314,-0.171813,-0.127672,0.169307,-0.00447697,-0.0584027,-0.104149
-193.937,0.951437,0.0516478,6,63,0,207.113,-0.124127,-7.09282,-1.69499,-0.0406518,-0.573107,-0.241351,0.859577,-1.32216,1.89256,1.19922,5.29147,-0.554174,1.49019,1.88565,-1.8739,-1.18932,2.35867,-0.393565,-0.9866,0.0836685,0.0727745,0.357789,2.48266,-8.96898,-0.215108,-3.03258,-1.2771,4.54843,-6.99619,10.0144,6.34565,-0.0463669,0.124682,0.157769,-0.156787,-0.0995088,0.197346,-0.032929,-0.0825474,-0.124127
-186.549,0.41895,0.0516478,6,63,0,203.418,-0.119507,-5.6602,-0.604634,-1.82288,-1.00042,-1.15506,0.680358,-1.13306,-0.914072,-0.245546,2.92724,-0.258775,0.666347,1.28752,-0.452039,1.54632,1.55137,0.907109,-0.659323,0.141832,0.195136,0.343254,2.62033,-1.76991,-5.33603,-2.92847,-3.38115,1.99157,-3.31673,-2.67571,-0.718774,-0.0367026,0.0945093,0.182611,-0.0641136,0.219317,0.220034,0.128657,-0.0935131,-0.119507
-187.371,0.985768,0.0516478,6,63,0,205.266,-0.0969411,-14.2748,1.60937,-0.499665,-0.76602,-0.652715,0.594862,-1.40567,1.89887,0.75073,4.87392,-0.426403,0.530031,1.18402,-1.07464,-0.592507,0.354491,-0.535002,0.0245675,0.151491,0.277103,0.437822,4.01269,7.84392,-2.43533,-3.73352,-3.18128,2.89931,-6.85113,9.25492,3.65899,-0.064596,0.0802947,0.179368,-0.162798,-0.0897592,0.0537021,-0.0810478,0.00372175,-0.0969411
-194.428,0.936474,0.0516478,6,63,0,201.042,-0.0419492,-19.5946,2.24997,-0.316302,-1.28821,-0.625605,0.152737,-1.44201,0.673814,0.489257,4.51484,-0.127048,0.89391,1.85152,-1.65844,0.232588,1.08526,-0.81237,0.96345,0.100901,0.15682,0.396681,3.16129,10.1583,-1.42805,-5.81606,-2.82451,0.689582,-6.51044,3.04216,2.20892,-0.0128192,0.0901961,0.18682,-0.167337,0.0234683,0.109504,-0.0819687,0.0972128,-0.0419492
-187.962,0.974215,0.0516478,6,63,0,202.884,-0.0930029,-11.4113,0.281829,-1.05605,-1.1976,-0.914775,0.637146,-1.91613,1.53689,0.593996,3.28402,-0.470877,0.482926,1.02201,-1.17141,1.08699,1.88441,0.727589,0.210613,0.167183,0.142669,0.471646,5.43356,0.925532,-3.46809,-3.93293,-3.00414,2.0924,-6.29261,5.04718,1.95069,-0.0787225,0.0807369,0.170863,-0.19584,0.181726,0.315041,0.12164,0.0352108,-0.0930029
-189.545,0.97084,0.0516478,6,127,0,197.551,-0.051602,-16.1384,-0.624725,-0.645474,-1.32063,-0.560263,0.199142,-1.30594,1.38242,-0.185218,4.16081,-0.181566,0.502769,0.766645,-0.238099,0.129081,1.93003,1.3728,-0.180244,0.21354,0.193801,0.451182,4.81821,-2.59936,-2.6857,-5.49491,-2.33115,0.828591,-5.43378,5.75198,-0.770658,-0.0387716,0.107361,0.163709,-0.0508436,0.0275639,0.412138,0.293148,-0.0384894,-0.051602
-185.502,0.956907,0.0516478,6,63,0,201.553,-0.108324,-14.3419,0.688604,-1.35775,-1.06995,-0.975018,0.322265,-0.617954,0.806988,-0.431675,4.34708,-0.26,0.731837,0.831092,-0.894581,0.722047,0.495862,-0.18827,0.342587,0.153273,0.209016,0.323596,1.76204,2.99341,-5.90224,-4.65117,-4.23848,1.40091,-2.68629,3.50804,-1.87652,-0.039851,0.112171,0.127384,-0.137115,0.11067,0.0760023,-0.0288567,0.0525094,-0.108324
-196.14,0.253422,0.0516478,6,63,0,208.409,-0.116736,-12.4527,-0.823845,-1.11874,-0.774913,-0.648859,-0.0779917,-0.901492,1.6229,-2.04036,4.43814,-0.633897,0.54196,1.13232,-1.30486,-1.15632,0.580957,0.994068,-0.517573,0.161226,0.33859,0.416838,2.70716,-3.65634,-4.96514,-3.43918,-2.87973,-0.346138,-4.00095,7.20268,-9.0554,-0.102201,0.0873783,0.182561,-0.210378,-0.18643,0.0936657,0.16027,-0.0834464,-0.116736
-196.673,0.994097,0.0516478,6,127,0,207.876,-0.21993,-6.99742,0.670755,-1.45412,-0.754394,-0.944595,0.393331,-0.502686,-1.45741,0.92466,3.69224,-0.538375,1.07779,-0.245938,-1.09871,0.660347,0.37073,-0.707741,-1.20376,0.108349,0.432638,0.411438,2.96873,2.47659,-5.36896,-2.7854,-3.48768,1.45227,-1.85604,-5.3811,3.41407,-0.0583326,0.116777,-0.0266472,-0.119045,0.0715481,0.0401684,-0.0766832,-0.130427,-0.21993
