# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=2356
# chain_id=2
# iter=3000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=300
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/demo_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,ar.1,sigma,nu,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,b_Intercept
-188.517,0.960471,0.0587543,6,63,0,202.415,-0.165126,-7.5318,-0.300613,-0.810872,-0.532954,-0.613412,0.469115,-1.26507,0.283963,-0.502556,6.51063,-0.593638,0.447422,1.32291,-1.02781,-0.354247,0.366314,-0.410046,-0.481919,0.127462,0.301671,0.374665,4.45246,-1.95718,-5.27929,-3.46987,-3.9937,3.05423,-8.2364,1.84878,-3.27196,-0.0756661,0.0570293,0.168621,-0.131006,-0.045153,0.046691,-0.0522653,-0.0614263,-0.165126
-190.257,0.474058,0.0587543,7,127,0,199.162,-0.128809,-3.62206,-0.468211,-0.205733,-0.188585,-0.278688,0.233473,-0.647351,0.58293,1.65667,8.76769,-0.285226,0.96219,1.20036,-0.447087,0.525958,1.67325,1.08389,1.52646,0.12063,0.306199,0.393377,1.7037,-4.10513,-1.8038,-1.65346,-2.44345,2.04702,-5.67577,5.11094,14.5251,-0.0344068,0.116069,0.144799,-0.0539322,0.0634465,0.201845,0.13075,0.184137,-0.128809
-184.166,0.392127,0.0587543,6,63,0,203.282,-0.0940681,-6.81338,-1.67182,-1.09455,-0.721385,-0.700455,0.25081,-1.14024,0.24681,-0.348129,3.60434,-0.35593,0.604765,0.749787,-0.316157,0.899475,0.995542,-0.183865,0.129659,0.193911,0.347248,0.355848,3.40919,-6.0258,-3.94514,-2.60011,-2.52468,0.904005,-4.10979,0.889587,-1.25478,-0.0690187,0.117271,0.145392,-0.0613063,0.174418,0.193047,-0.0356535,0.0251423,-0.0940681
-189.139,0.97525,0.0587543,6,63,0,199.438,-0.0652535,-2.61845,-1.27635,-0.121383,-0.331385,-0.487208,1.03152,-1.53422,1.62814,1.82365,5.63722,-0.0871628,0.451969,0.742144,-0.643221,0.701689,1.2226,0.00278996,-0.483078,0.297256,0.165194,0.526523,5.94558,-7.19507,-0.684261,-1.86809,-2.7465,5.81492,-8.64871,9.1782,10.2803,-0.0259096,0.13435,0.220606,-0.191201,0.208581,0.363424,0.000829332,-0.143597,-0.0652535
-189.592,0.874406,0.0587543,6,63,0,206.546,-0.123616,-8.65152,0.433995,-1.88589,-1.00649,-1.28991,0.108544,-0.934407,-0.678753,0.322961,2.93479,-0.40011,0.554387,1.52512,-1.34011,0.723804,0.97845,0.302336,-0.370193,0.136764,0.424075,0.357141,1.79959,1.27368,-5.53469,-2.95383,-3.78563,0.318553,-2.74229,-1.992,0.947823,-0.0547207,0.0758202,0.208582,-0.183279,0.0989905,0.133817,0.0413487,-0.0506292,-0.123616
-188.341,0.989095,0.0587543,6,63,0,197.196,-0.169863,-8.36743,0.239353,-1.05161,-0.929164,-0.82758,0.654365,-1.74379,0.0990612,-0.234817,3.59349,-0.274964,0.572372,0.574559,0.497685,0.409898,2.10731,1.44871,-0.126062,0.12774,0.250206,0.36909,2.44636,0.860112,-3.77897,-3.33894,-2.9739,2.35145,-6.26629,0.355975,-0.843812,-0.0351239,0.0731148,0.0733942,0.0635742,0.0523604,0.269188,0.185058,-0.0161032,-0.169863
-190.883,0.973465,0.0587543,6,63,0,200.935,-0.0672721,-7.35972,0.0271341,-0.501191,-0.681252,-0.397001,0.589346,-2.09951,1.13371,-0.238447,2.74268,-0.529085,1.03296,0.954102,-0.583389,0.514553,2.39667,0.875381,-0.198206,0.0943106,0.337213,0.433479,3.76491,0.0744201,-1.37461,-1.86846,-1.08885,1.61639,-5.75828,3.10939,-0.653985,-0.0498983,0.0974189,0.0899819,-0.0550198,0.0485278,0.226031,0.0825577,-0.0186929,-0.0672721
-191.631,0.892799,0.0587543,6,63,0,203.175,-0.0680167,-7.64562,0.0393328,-0.462627,-0.785166,-0.310193,0.500461,-2.18516,0.793149,-0.432686,2.61703,-0.524756,0.955934,0.657624,-0.415488,0.745206,2.40325,1.03375,-0.485797,0.090552,0.365514,0.422265,3.74233,0.102935,-1.21071,-2.0548,-0.811785,1.30972,-5.71865,2.07569,-1.13235,-0.0475177,0.0865618,0.0595492,-0.0376233,0.0674799,0.217619,0.0936086,-0.0439899,-0.0680167
-195.935,0.989498,0.0587543,5,63,0,203.601,-0.0753321,-6.70582,-0.101507,-0.636511,-0.755541,-0.1305,1.29181,-1.80201,0.885953,-1.27057,2.76826,-0.599253,1.11777,1.18857,-0.543823,0.467396,2.91175,0.432728,-0.533749,0.117568,0.406031,0.404409,3.41305,-0.280999,-1.76203,-2.09153,-0.361257,3.57607,-4.98842,2.45255,-3.51728,-0.0704529,0.131413,0.139737,-0.063936,0.0549507,0.342328,0.0508748,-0.0627516,-0.0753321
-197.539,0.755264,0.0587543,6,127,0,211.426,-0.159282,-3.23947,-0.940935,-1.10154,-0.630576,-0.972027,1.43542,-2.20991,1.28998,0.185332,3.4592,-0.872694,0.918901,1.10968,-0.0195457,0.249584,2.03622,1.82936,0.197063,0.064264,0.32139,0.38157,2.19624,-3.25488,-3.81043,-2.18129,-3.36244,4.96542,-7.64452,4.46229,0.641099,-0.0560828,0.0590522,0.0713125,-0.00125608,0.0160393,0.130856,0.117562,0.012664,-0.159282
-201.178,0.877129,0.0587543,6,63,0,213.56,-0.139091,-0.649218,0.244237,-1.39401,-0.385091,-0.616701,1.62684,-2.42402,-0.316542,0.74724,2.25005,-0.986696,1.20669,1.22347,0.0992867,-0.370265,0.940839,0.613162,0.261118,0.0804808,0.356418,0.343352,2.58404,0.549544,-3.13659,-0.866473,-1.38761,3.66048,-5.45416,-0.712234,1.68133,-0.0794101,0.0971157,0.0984658,0.00799068,-0.0297992,0.0757195,0.0493477,0.021015,-0.139091
-199.856,0.993576,0.0587543,6,127,0,209.638,-0.121556,-4.95725,0.870197,-1.29373,-0.807967,-0.731858,1.99478,-1.82418,-0.401736,0.901038,1.90048,-0.802204,1.16728,1.67863,-0.0374892,-0.900833,1.33478,0.0856385,-0.655884,0.0577656,0.387131,0.357569,2.50487,1.65379,-2.45871,-1.53553,-1.39088,3.79105,-3.46681,-0.763491,1.71241,-0.0463398,0.0674284,0.0969671,-0.00216558,-0.0520372,0.0771044,0.00494696,-0.0378875,-0.121556
-201.994,0.998028,0.0587543,6,63,0,212.972,-0.186393,-8.7596,-1.27598,-1.63269,-1.05445,-0.717841,1.0806,-0.635716,1.0613,0.00168302,2.84241,-1.05873,2.16737,-0.489965,-0.145198,0.484396,0.482411,2.2329,0.728729,0.0445413,0.461549,0.387602,2.7893,-3.62684,-4.64077,-2.99718,-2.0404,3.0715,-1.80696,3.01665,0.00478382,-0.0471573,0.0965374,-0.0218236,-0.0064673,0.0215756,0.0214872,0.0994564,0.0324585,-0.186393
-197.483,0.986809,0.0587543,6,127,0,212.526,-0.108297,-9.189,-0.50835,-1.15091,-1.74328,-0.765119,-0.171467,-2.50041,-0.361725,1.06822,1.75599,-1.30167,1.51787,0.5753,0.00839727,-0.0626513,1.40894,0.911154,-0.44924,0.062516,0.366405,0.47114,4.29386,-0.892659,-2.021,-3.06118,-1.34354,-0.301095,-4.3907,-0.635187,1.87578,-0.0813751,0.0948912,0.0359655,0.000524964,-0.00391671,0.0880816,0.0569617,-0.0280847,-0.108297
-191.331,0.911116,0.0587543,6,63,0,207.316,-0.274621,-11.5138,1.12965,-0.751321,-0.804993,-0.694922,0.285238,-1.90095,1.39304,0.694787,3.88719,-0.679951,1.52147,1.1958,-0.593907,0.277726,1.33748,-0.79526,-0.192167,0.0798387,0.378936,0.346319,2.30459,4.39116,-2.92053,-3.12916,-2.70129,1.10878,-7.38935,5.415,2.70077,-0.0542864,0.121472,0.095471,-0.0474168,0.0221732,0.106782,-0.0634925,-0.0153423,-0.274621
-190.693,0.989983,0.0587543,6,63,0,201.675,0.0102256,-14.2637,-1.30635,-1.04027,-1.23442,-0.803345,-0.222369,-1.18703,1.34661,0.0092916,3.89262,-0.286038,0.575336,1.12985,-0.825125,0.838621,1.21475,1.24091,-1.43591,0.224921,0.259419,0.390303,2.6912,-5.08513,-4.04938,-4.80512,-3.12712,-0.865597,-4.62066,5.24186,0.0361687,-0.0643358,0.129405,0.254127,-0.185588,0.188623,0.273222,0.279105,-0.322966,0.0102256
-197.401,0.999038,0.0587543,6,63,0,205.309,-0.268681,-8.25297,1.85156,-1.87141,-1.46018,-0.922056,1.90191,-1.24193,0.0840408,0.97623,2.33302,-0.224025,0.854044,0.912904,-0.362779,0.242993,0.887431,0.190528,1.63185,0.105576,0.287835,0.422627,3.0354,4.31973,-4.36604,-3.40662,-2.15118,4.4372,-2.89744,0.196069,2.27756,-0.0236516,0.0901664,0.0963805,-0.0383007,0.0256541,0.0936912,0.0201152,0.172283,-0.268681
-196.097,0.746975,0.0587543,6,63,0,207.793,0.0265001,-0.203238,-1.55522,-1.2787,-0.343191,-1.01308,0.80605,-1.11382,-0.100779,-0.450269,4.49277,-0.326655,0.6941,0.899629,-0.66189,-0.139704,1.49676,-0.168582,-2.17429,0.151558,0.347691,0.398674,2.78497,-6.98724,-5.74489,-1.54188,-4.55154,3.6214,-5.00413,-0.452779,-2.02296,-0.0495071,0.105196,0.136346,-0.100315,-0.0211732,0.226846,-0.0255499,-0.329531,0.0265001
-195.752,0.999582,0.0587543,6,63,0,207.417,-0.30606,-7.48602,0.721461,-2.23245,-1.44383,-1.09887,1.79671,-0.95524,0.00782797,0.693256,2.2012,-0.321935,0.956488,0.983188,-0.630354,-0.0293434,0.885766,0.459423,1.36125,0.106838,0.379258,0.398009,2.94044,1.58808,-4.91408,-3.17815,-2.41883,3.95492,-2.10268,0.0172309,1.526,-0.0343948,0.102189,0.105041,-0.0673455,-0.00313498,0.0946332,0.0490837,0.145433,-0.30606
-194.504,0.980207,0.0587543,6,63,0,205.56,-0.0900722,-6.57244,-0.253581,-1.81932,-1.03375,-0.795643,1.82643,-0.632458,1.12631,0.0759664,2.69606,-0.493826,0.635072,1.48699,-0.144762,-0.0878958,0.84301,1.70711,1.57348,0.173798,0.381593,0.457832,3.93962,-0.683669,-4.90499,-2.78706,-2.1451,4.92416,-1.70515,3.03661,0.20481,-0.0858258,0.110374,0.258436,-0.0251592,-0.0152761,0.146513,0.296692,0.273467,-0.0900722
-191.78,0.99747,0.0587543,6,63,0,202.128,-0.181207,-9.111,0.840542,-1.93675,-1.24991,-1.26511,-0.321049,-1.53901,-0.594366,0.144014,2.21097,-0.427257,0.802883,1.02438,-1.4664,0.456556,0.747095,-0.653411,-1.59917,0.0842331,0.325883,0.325446,1.91886,1.85842,-4.2821,-2.76351,-2.79712,-0.70983,-3.4027,-1.31413,0.318411,-0.0359892,0.0676293,0.0862871,-0.12352,0.0384571,0.0629302,-0.0550389,-0.134703,-0.181207
-183.043,0.998674,0.0587543,6,63,0,196.69,-0.137986,-12.288,0.271109,-1.35424,-1.07261,-0.944659,0.580182,-1.17815,1.47509,-0.769665,3.58247,-0.630436,0.796353,1.61769,-1.01964,0.757772,0.303336,0.659444,-0.314683,0.131514,0.255339,0.358193,2.32636,0.971242,-4.85154,-3.84259,-3.38422,2.07849,-4.2207,5.28449,-2.75731,-0.0829115,0.104732,0.212749,-0.134098,0.099658,0.0398931,0.0867264,-0.0413854,-0.137986
-192.937,0.959964,0.0587543,6,63,0,198.74,-0.0979488,-14.3969,-0.350457,-0.0302053,-0.776913,-0.326506,-1.54564,-1.43527,0.699365,0.831521,4.14272,-0.633046,1.22878,1.30281,0.0108101,0.524513,1.23349,1.14597,-1.14493,0.0847452,0.377369,0.317032,1.82286,-1.45184,-0.125132,-3.21853,-1.35262,-6.40314,-5.94593,2.89727,3.44476,-0.0536476,0.104133,0.110407,0.000916106,0.04445,0.104533,0.0971151,-0.0970273,-0.0979488
-184.419,0.983442,0.0587543,6,63,0,201.074,-0.0942424,-5.32621,-0.103038,-0.512713,-0.323606,-0.416122,0.632938,-1.43561,1.04229,0.111708,5.42305,-0.302585,0.577049,0.852768,-0.651585,0.941152,0.57299,-0.796163,0.957456,0.162331,0.258875,0.378698,2.40483,-0.55878,-2.78047,-1.75493,-2.25665,3.43245,-7.7854,5.65238,0.605795,-0.049119,0.0936731,0.138431,-0.105773,0.152778,0.0930141,-0.129242,0.155425,-0.0942424
-188.322,0.990914,0.0587543,6,63,0,194.548,-0.168299,-11.3478,0.520629,-1.83118,-1.49337,-1.20162,-0.120064,-0.898269,0.137322,0.413215,2.49479,-0.380551,0.56527,1.32591,-0.803602,1.14212,1.99995,1.95435,-1.26415,0.160556,0.30286,0.401489,2.53142,1.29886,-4.56843,-3.72564,-2.99778,-0.299536,-2.24099,0.342591,1.03089,-0.0610998,0.0907574,0.212882,-0.129023,0.183375,0.321104,0.313782,-0.202967,-0.168299
-187.749,0.989104,0.0587543,6,63,0,198.945,-0.196482,-8.25539,-0.439884,-1.58165,-1.43671,-0.919946,1.22713,-1.99607,0.38502,-0.590684,2.24948,-0.278503,0.421473,0.513562,-0.159952,0.80909,1.99994,0.582232,0.464557,0.199641,0.310556,0.382268,3.76774,-0.98951,-3.55788,-3.23186,-2.0694,2.7604,-4.49013,0.866096,-1.32873,-0.0556007,0.0841435,0.102528,-0.031933,0.161528,0.399271,0.116238,0.0927448,-0.196482
-185.724,0.979289,0.0587543,6,63,0,196.096,-0.177776,-9.11215,0.770267,-0.941121,-0.910252,-1.01454,-0.0206353,-2.88359,0.128216,0.345712,3.11196,-0.139972,0.303339,0.704079,-0.515275,0.0265965,0.206235,0.71367,-0.13212,0.293947,0.319812,0.38681,2.14234,2.39704,-2.92873,-2.83266,-3.15721,-0.0642161,-8.97361,0.399002,1.07584,-0.0411442,0.0891655,0.206962,-0.151463,0.00781794,0.060622,0.209781,-0.0388364,-0.177776
-183.729,0.929001,0.0587543,6,63,0,196.078,-0.0907102,-13.339,1.73119,-0.635521,-0.9882,-0.536612,-0.155519,-1.20202,0.39228,0.762606,3.84031,-0.115191,0.269073,0.623513,-0.193043,0.845272,1.14584,-0.640089,-0.611507,0.355705,0.322285,0.355933,3.28684,6.6483,-2.4406,-3.79499,-2.06076,-0.597239,-4.61611,1.50648,2.92864,-0.0409738,0.0957107,0.221787,-0.0686664,0.300667,0.40758,-0.227683,-0.217516,-0.0907102
-185.416,0.911023,0.0587543,6,63,0,195.205,-0.12411,-5.92676,-1.29032,-1.62749,-0.954856,-1.20011,1.61291,-0.965294,1.74086,1.27456,3.46553,-0.278625,0.448899,1.02676,-0.462409,0.391443,1.02995,0.76549,-0.685343,0.208006,0.238153,0.32868,2.85087,-4.47163,-5.64011,-3.30908,-4.15902,5.58958,-3.34525,6.03301,4.41703,-0.0579557,0.0933736,0.213573,-0.0961839,0.0814224,0.214236,0.159227,-0.142555,-0.12411
-191.596,0.997116,0.0587543,6,63,0,199.551,-0.130535,-11.891,1.126,-1.43597,-2.02207,-0.683748,-0.059539,-2.08056,-1.00424,-1.59295,1.97183,-0.240028,0.197637,0.73743,-0.420276,0.510218,1.25395,1.24767,-1.01464,0.282218,0.30296,0.391752,3.3738,2.22028,-2.8315,-3.98718,-1.34823,-0.117401,-4.10251,-1.98019,-3.14104,-0.0677402,0.0557765,0.208116,-0.118609,0.143993,0.353886,0.352115,-0.286348,-0.130535
-185.768,0.982874,0.0587543,6,63,0,205.067,-0.0561479,-8.89555,0.915256,-1.31118,-0.966759,-0.928772,0.427785,-1.19844,-0.31043,0.393462,3.30268,-0.187132,0.246171,0.441691,-0.270126,0.627698,0.273967,-1.06541,0.425869,0.266259,0.214033,0.409646,2.65818,3.02279,-4.33041,-3.19289,-3.06743,1.41283,-3.95807,-1.02525,1.29948,-0.0498254,0.0655451,0.117604,-0.0719233,0.16713,0.072946,-0.283674,0.113391,-0.0561479
-185.095,0.971262,0.0587543,6,63,0,197.099,-0.10322,-9.92524,0.215187,-1.14293,-0.854816,-0.983329,0.785966,-1.76412,1.22269,-0.440404,4.06556,-0.250294,0.404492,1.03067,-0.692619,1.05336,2.31206,-0.301989,-0.25614,0.256836,0.212309,0.416696,4.59835,0.874853,-4.64666,-3.4753,-3.99778,3.19539,-7.17211,4.97093,-1.79049,-0.0642844,0.103888,0.264712,-0.177889,0.270541,0.59382,-0.0775615,-0.0657859,-0.10322
-186.448,0.890529,0.0587543,6,63,0,195.81,-0.0924806,-10.5751,-0.507758,-0.662137,-1.18,-0.571362,0.566423,-0.979397,1.025,1.76963,3.17789,-0.292082,0.609897,1.06709,-0.86505,0.302641,0.12157,-0.0939786,-1.39008,0.156984,0.281442,0.439747,2.81953,-1.6136,-2.1042,-3.74991,-1.81573,1.80003,-3.11242,3.25733,5.62369,-0.0458523,0.0957444,0.167516,-0.135799,0.0475099,0.0190847,-0.0147532,-0.218221,-0.0924806
-185.645,0.978404,0.0587543,6,63,0,194.952,-0.137102,-12.4386,-0.0856194,-0.708053,-1.21268,-0.669958,-0.425669,-1.85084,0.759991,-0.278065,2.94378,-0.528668,0.942698,1.29083,-1.15646,0.0700679,2.26625,1.34838,-0.0983522,0.106542,0.26226,0.356418,2.35993,-0.252044,-2.08435,-3.56987,-1.97221,-1.25307,-5.44846,2.23724,-0.818562,-0.0563256,0.100437,0.137528,-0.123212,0.00746521,0.241452,0.143659,-0.0104787,-0.137102
-188.89,0.843417,0.0587543,6,63,0,196.562,-0.134436,-7.63492,-0.369027,-0.903332,-1.23901,-0.631532,1.45871,-2.05536,1.22795,1.02996,2.33381,-0.349137,0.931938,1.08321,0.291356,-0.260745,1.30294,0.311729,-0.125026,0.134435,0.3637,0.366807,2.44,-0.861239,-2.10821,-2.89163,-1.47388,3.40436,-4.79683,2.86581,2.40374,-0.0469364,0.125285,0.145622,0.0391685,-0.0350534,0.175162,0.0419074,-0.0168079,-0.134436
-187.382,0.917984,0.0587543,6,63,0,196.824,-0.129261,-8.17071,-0.664991,-1.04037,-1.35041,-0.571975,1.38985,-1.60011,0.990698,1.25243,2.24329,-0.475686,0.666096,0.893106,-0.404637,-0.256206,1.39048,0.301764,-0.17717,0.132807,0.362772,0.381968,2.6206,-1.49177,-2.33385,-3.02935,-1.2831,3.11784,-3.58951,2.22242,2.80957,-0.0631746,0.0884623,0.118611,-0.0537388,-0.034026,0.184666,0.0400764,-0.0235295,-0.129261
-186.727,0.980556,0.0587543,6,63,0,197.663,-0.216432,-10.066,-0.543295,-1.3543,-0.809416,-0.922832,-0.0118712,-0.809307,0.0233275,0.255428,4.89539,-0.409737,0.383143,0.83729,-0.438335,1.16733,0.567595,0.378176,-0.428086,0.185292,0.372127,0.354084,2.49114,-2.65964,-6.62985,-3.96241,-4.51763,-0.0581143,-3.96188,0.114197,1.25042,-0.0759209,0.0709932,0.155143,-0.0812199,0.216296,0.105171,0.0700728,-0.0793207,-0.216432
-189.135,0.735338,0.0587543,6,63,0,201.821,-0.113267,-7.36969,0.480867,-0.356832,-0.98348,-0.449187,1.1164,-1.87599,0.274197,1.36027,2.92545,-0.221725,1.09271,1.16386,-0.150236,-1.16811,0.784923,0.753417,0.168791,0.101554,0.287548,0.343866,2.24777,1.40675,-1.04389,-2.87712,-1.31407,3.26598,-5.48812,0.802149,3.97941,-0.022517,0.110969,0.118194,-0.0152571,-0.118626,0.0797118,0.0765123,0.0171413,-0.113267
-192.984,0.886345,0.0587543,6,63,0,203.817,-0.0878415,-5.45535,-0.579505,-0.564444,-0.429304,-0.53959,-0.373425,-1.30869,-0.889786,0.123048,5.99464,-0.577183,1.0586,0.793803,-1.28471,-0.926795,0.283087,0.391544,0.102744,0.0881714,0.283966,0.337433,1.89527,-3.47392,-3.38364,-2.57352,-3.23465,-2.23855,-7.84516,-5.33395,0.737628,-0.050891,0.0933381,0.0699907,-0.113275,-0.0817169,0.0249602,0.034523,0.00905906,-0.0878415
-191.775,0.969618,0.0587543,6,63,0,204.558,-0.0842732,-6.39694,0.386739,-0.423645,-0.406839,-0.349194,0.0340432,-1.51789,-0.543242,-0.238115,6.14011,-0.636701,0.831531,1.21954,-1.11054,-0.532681,0.0955044,0.65246,-0.0315633,0.0894522,0.381179,0.334369,1.80744,2.37462,-2.60123,-2.49804,-2.14409,0.209029,-9.31998,-3.33557,-1.46205,-0.0569543,0.0743823,0.109091,-0.0993405,-0.0476495,0.00854308,0.058364,-0.00282341,-0.0842732
-193.219,0.96991,0.0587543,6,63,0,208.657,-0.18114,-12.5754,0.435502,-1.3733,-1.01489,-0.998914,0.914291,-0.62245,1.67203,0.331542,4.20905,-0.386207,0.304958,1.03869,-0.849962,1.45651,2.93091,-0.0321864,-2.21776,0.189142,0.235069,0.463602,6.19446,1.83305,-5.78029,-4.2717,-4.20448,3.84829,-2.61993,7.03766,1.39548,-0.0730477,0.0576802,0.196459,-0.160763,0.275486,0.554356,-0.00608779,-0.419471,-0.18114
-185.818,0.992889,0.0587543,6,63,0,203.261,-0.171546,-6.42805,-1.94906,-1.4548,-0.935377,-0.937659,0.418536,-0.481816,-0.406301,0.321996,3.4254,-0.431638,0.600275,1.1594,-0.627989,1.26789,1.31821,0.526951,-1.30491,0.142999,0.205913,0.398962,2.79648,-6.67631,-4.98328,-3.20404,-3.21185,1.43365,-1.65041,-1.39174,1.10296,-0.0617237,0.0858384,0.165792,-0.0898016,0.181307,0.188502,0.0753533,-0.1866,-0.171546
-190.376,0.923601,0.0587543,6,63,0,198.796,-0.0725301,-8.7666,2.02288,-1.12409,-0.633091,-1.01314,1.10964,-1.66975,1.46274,0.0322738,3.77921,-0.2813,0.586288,0.595877,0.00798416,-0.439667,0.776951,0.499877,0.489184,0.165426,0.374719,0.388432,2.14947,7.64487,-4.24817,-2.39258,-3.82888,4.19355,-6.31033,5.52798,0.121969,-0.0465345,0.0969876,0.0985738,0.00132079,-0.0727326,0.128528,0.0826929,0.080924,-0.0725301
-190.238,0.997328,0.0587543,6,63,0,201.697,-0.223891,-13.8488,1.57083,-0.349415,-0.836594,-0.476038,0.100397,-1.13357,0.410165,0.78857,4.59375,-0.260838,0.768185,1.13619,-1.50893,-1.21926,0.590767,-1.55753,-0.482353,0.135992,0.245885,0.343821,2.69026,7.21599,-1.60512,-3.8431,-2.1868,0.4612,-5.20733,1.88419,3.62249,-0.0354718,0.104467,0.154512,-0.205202,-0.165809,0.0803393,-0.211811,-0.0655959,-0.223891
